,group,variable,month,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
TEOPONTE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,5,1,5,1,6
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,2,18,2,18,20
TINGUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,5,0,5,0,5
TIPUANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,3,0,3,0,3
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,62,25,62,25,87
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,22,10,22,10,32
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,2,1,2,1,3
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,0,2,0,2,2
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,5,0,5,0,5
TOLEDO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,3,8,3,8,11
TOMAVE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,9,4,9,4,13
TOMINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,6,4,6,4,10
TORO TORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,1,0,1,0,1
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,31,0,31,0,31
TOTORA(ORR),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,2,0,2,0,2
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,1,2,1,2,3
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,212,16,212,16,228
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,37,2,37,2,39
TURCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,1,4,1,4,5
UMALA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,0,6,0,6,6
UNCIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,0,8,0,8,8
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,14,0,14,0,14
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,17,0,17,0,17
UYUNI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,4,0,4,0,4
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,6,6,6,6,12
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,10,0,10,0,10
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,47,4,47,4,51
VILLA CHARCAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,5,2,5,2,7
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,50,5,50,5,55
VILLA RIVERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,2,0,2,0,2
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,2,0,2,0,2
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,75,50,75,50,125
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,1,1,1,1,2
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,71,5,71,5,76
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,82,10,82,10,92
VITICHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,2,0,2,0,2
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,71,19,71,19,90
YACO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,5,0,5,0,5
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,41,0,41,0,41
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,3,0,3,0,3
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,25,19,25,19,44
YOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,0,3,0,3,3
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,3,3,3,3,6
YUNCHARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,1,6,1,6,7
ZUDAÑEZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-01-01,3,2,3,2,5
ACACIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,2,7,2,7,9
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,19,1,19,1,20
ALCALA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,1,2,1,2,3
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,7,0,7,0,7
ANCORAIMES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,14,0,14,0,14
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,7,8,7,8,15
ANTEQUERA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,2,0,2,0,2
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,3,33,3,33,36
APOLO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,4,6,4,6,10
ARAMPAMPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,1,0,1,1
ARANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,11,2,11,2,13
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,7,24,7,24,31
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,3,0,3,0,3
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,45,0,45,0,45
AUCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,1,0,1,1
AYATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,4,0,4,0,4
AYO AYO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,16,28,16,28,44
AZURDUY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,6,9,6,9,15
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,4,4,4,4,8
BAURES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,4,0,4,0,4
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,1,0,1,0,1
BELEN DE URMIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,4,0,4,4
BELLA FLOR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,6,0,6,6
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,65,35,65,35,100
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,15,10,15,10,25
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,4,6,4,6,10
BOLPEBRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,1,1,1,1,2
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,1,0,1,0,1
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,17,14,17,14,31
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,5,87,5,87,92
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,2,0,2,0,2
"CAIZA ""D""",otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,7,0,7,7
CAJUATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,32,0,32,32
CALACOTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,3,0,3,0,3
CALAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,4,0,4,0,4
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,3,0,3,0,3
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,4,0,4,4
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,36,29,36,29,65
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,25,3,25,3,28
CAQUIAVIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,12,7,12,7,19
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,5,41,5,41,46
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,17,22,17,22,39
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,16,2,16,2,18
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,2,6,2,6,8
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,5,4,5,4,9
CATACORA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,3,0,3,0,3
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,15,12,15,12,27
CHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,2,0,2,0,2
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,20,6,20,6,26
CHAYANTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,7,0,7,0,7
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,22,9,22,9,31
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,6,0,6,6
CHUMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,4,0,4,0,4
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,4,0,4,0,4
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,16,0,16,16
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,24,9,24,9,33
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,71,8,71,8,79
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,9,0,9,9
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,614,3,614,3,617
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,51,13,51,13,64
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,3,0,3,0,3
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,25,1,25,1,26
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,9,0,9,0,9
COLQUECHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,8,30,8,30,38
COLQUENCHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,8,0,8,0,8
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,9,24,9,24,33
COMANCHE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,2,0,2,0,2
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,9,2,9,2,11
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,10,0,10,0,10
COPACABANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,13,20,13,20,33
CORIPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,6,2,6,2,8
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,3,4,3,4,7
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,19,4,19,4,23
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,1,6,1,6,7
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,63,46,63,46,109
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,59,0,59,0,59
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,11,0,11,11
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,14,0,14,14
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,8,8,8,8,16
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,1,0,1,0,1
CURVA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,1,4,1,4,5
DESAGUADERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,12,4,12,4,16
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,1069,205,1069,205,1274
EL CHORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,1,1,1,1,2
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,7,7,7,7,14
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,11,2,11,2,13
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,97,15,97,15,112
EL VILLAR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,2,0,2,2
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,11,3,11,3,14
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,43,11,43,11,54
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,7,4,7,4,11
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,5,0,5,0,5
EXALTACION,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,4,0,4,0,4
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,12,0,12,0,12
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,12,15,12,15,27
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,9,11,9,11,20
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,11,4,11,4,15
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,1,2,1,2,3
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,64,16,64,16,80
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,3,1,3,1,4
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,3,8,3,8,11
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,2,0,2,0,2
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,21,0,21,0,21
HUARACAJE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,3,0,3,0,3
HUAYLLAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,1,0,1,0,1
HUMANATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,2,3,2,3,5
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,1,1,1,1,2
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,9,3,9,3,12
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,15,0,15,15
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,1,0,1,1
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,12,0,12,12
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,9,0,9,0,9
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,17,23,17,23,40
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,74,27,74,27,101
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,830,207,830,207,1037
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,10,1,10,1,11
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,37,8,37,8,45
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,1,0,1,0,1
LICOMA PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,5,0,5,0,5
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,10,8,10,8,18
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,46,0,46,0,46
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,5,1,5,1,6
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,3,0,3,0,3
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,2,7,2,7,9
MAGDALENA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,45,15,45,15,60
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,4,0,4,0,4
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,8,0,8,0,8
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,8,0,8,8
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,43,9,43,9,52
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,34,9,34,9,43
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,7,19,7,19,26
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,3,9,3,9,12
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,17,1,17,1,18
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,117,81,117,81,198
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,1,5,1,5,6
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,2,2,2,2,4
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,9,0,9,9
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,11,0,11,11
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,21,4,21,4,25
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,2,2,2,2,4
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,220,11,220,11,231
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,12,6,12,6,18
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,1,0,1,0,1
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,8,27,8,27,35
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,4,9,4,9,13
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,15,3,15,3,18
PAMPA AULLAGAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,3,0,3,0,3
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,8,1,8,1,9
PAPEL PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,2,0,2,0,2
PASORAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,2,1,2,1,3
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,18,0,18,0,18
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,1,0,1,0,1
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,1,0,1,1
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,5,2,5,2,7
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,15,24,15,24,39
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,20,0,20,0,20
POOPO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,1,0,1,0,1
PORCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,9,2,9,2,11
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,3,0,3,0,3
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,5,11,5,11,16
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,32,0,32,0,32
PORVENIR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,2,11,2,11,13
POSTRER VALLE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,3,1,3,1,4
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,253,2,253,2,255
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,5,0,5,5
PUCARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,1,0,1,1
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,20,0,20,0,20
PUERTO ACOSTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,8,5,8,5,13
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,2,7,2,7,9
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,2,0,2,0,2
PUERTO PEREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,0,27,0,27,27
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,13,52,13,52,65
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,6,0,6,0,6
PUERTO SILES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,6,1,6,1,7
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,16,0,16,0,16
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,77,49,77,49,126
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,5,1,5,1,6
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,49,8,49,8,57
QUIABAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,1,3,1,3,4
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,46,101,46,101,147
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,4,1,4,1,5
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,1,0,1,0,1
RAVELO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,3,6,3,6,9
REYES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,22,0,22,0,22
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,151,26,151,26,177
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,7,6,7,6,13
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,24,22,24,22,46
SABAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,5,2,5,2,7
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-02-01,140,156,140,156,296
