municipality,group,variable,month,7. Días camas ocupadas maternidad,TOTAL
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,318,318
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,36,36
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,1,1
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,21,21
CURVA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,1,1
DESAGUADERO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,4,4
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,3504,3504
EL CHORO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,2,2
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,5,5
EL PUENTE(TJA),internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,4,4
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,233,233
EL VILLAR,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,5,5
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,8,8
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,77,77
ESCOMA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,5,5
EUCALIPTUS,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,3,3
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,3,3
GAIOC JATUN AYLLU YURA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,6,6
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,2,2
GUANAY,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,6,6
GUAQUI,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,2,2
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,276,276
GUTIERREZ,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,20,20
HUACARAJE,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,2,2
HUACARETA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,6,6
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,2,2
HUANUNI,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,38,38
HUARINA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,2,2
ICLA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,4,4
INCAHUASI,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,11,11
INQUISIVI,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,1,1
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,8,8
IXIAMAS,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,10,10
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,8,8
LA ASUNTA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,50,50
LA GUARDIA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,162,162
LA PAZ,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,4418,4418
LA RIVERA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,3,3
LAGUNILLAS,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,11,11
LAJA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,8,8
LAS CARRERAS,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,2,2
LICOMA PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,1,1
LLALLAGUA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,259,259
LORETO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,2,2
LURIBAY,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,1,1
MACHACAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,2,2
MACHARETI,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,2,2
MAGDALENA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,24,24
MAIRANA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,48,48
MAPIRI,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,20,20
MINEROS,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,13,13
MIZQUE,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,25,25
MOCOMOCO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,4,4
MOJOCOYA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,8,8
MONTEAGUDO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,207,207
MONTERO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,893,893
OCURI,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,17,17
OMEREQUE,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,8,8
ORURO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,1749,1749
PADILLA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,21,21
PAILON,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,60,60
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,17,17
PAMPA AULLAGAS,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,1,1
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,25,25
PATACAMAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,79,79
PAZÑA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,7,7
PELECHUCO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,2,2
POCOATA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,12,12
POCONA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,9,9
POJO (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,9,9
PORCO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,7,7
POROMA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,17,17
PORONGO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,5,5
PORTACHUELO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,35,35
PORVENIR,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,6,6
POTOSI,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,1083,1083
PRESTO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,4,4
PUCARANI,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,14,14
PUERTO ACOSTA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,3,3
PUERTO CARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,2,2
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,10,10
PUERTO PEREZ,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,1,1
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,75,75
PUERTO RICO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,9,9
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,49,49
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,312,312
PUNA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,9,9
PUNATA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,268,268
QUIABAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,1,1
QUILLACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,326,326
QUIME,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,11,11
RAQAYPAMPA(ETA),internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,4,4
RAVELO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,3,3
REYES,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,48,48
RIBERALTA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,953,953
ROBORE,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,52,52
RURRENABAQUE,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,96,96
SABAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,2,2
SACABA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,847,847
SACABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,3,3
SACACA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,9,9
SAIPINA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,7,7
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,3,3
SAMAIPATA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,2,2
SAN ANDRES,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,4,4
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,18,18
SAN BENITO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,2,2
SAN BORJA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,195,195
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,26,26
SAN IGNACIO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,56,56
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,426,426
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,29,29
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,10,10
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,249,249
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,8,8
SAN JULIAN,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,155,155
SAN LORENZO(PND),internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,5,5
SAN LUCAS,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,68,68
SAN MATIAS,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,49,49
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,13,13
SAN PEDRO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,9,9
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,14,14
SAN PEDRO DE CURAHUARA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,1,1
SAN PEDRO DE MACHA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,12,12
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,4,4
SAN RAFAEL,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,5,5
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,10,10
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,7,7
SANTA ANA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,114,114
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,10791,10791
SANTA ROSA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,37,37
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,10,10
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,2,2
SAPAHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,3,3
SENA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,15,15
SHINAOTA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,110,110
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,5,5
SIPE SIPE,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,33,33
SOPACHUY,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,13,13
SORACACHI,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,3,3
SORATA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,17,17
SUCRE,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,1253,1253
TACACOMA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,8,8
TACOPAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,12,12
TAPACARI,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,4,4
TARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,28,28
TARACO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,1,1
TARATA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,5,5
TARIJA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,628,628
TARVITA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,15,15
TEOPONTE,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,11,11
TIAHUANACU,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,6,6
TIPUANI,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,14,14
TIQUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,267,267
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,4,4
TOLATA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,2,2
TOMINA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,12,12
TORO TORO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,10,10
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,25,25
TOTORA(ORR),internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,2,2
TRINIDAD,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,1118,1118
TUPIZA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,49,49
UNCIA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,12,12
URUBICHA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,4,4
UYUNI,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,133,133
VACAS,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,4,4
VALLEGRANDE,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,153,153
VIACHA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,139,139
VILA VILA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,5,5
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,12,12
VILLA MONTES,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,193,193
VILLA RIVERO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,1,1
VILLA SERRANO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,9,9
VILLA TUNARI,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,453,453
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,12,12
VILLAZON,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,71,71
VINTO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,204,204
VITICHI,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,7,7
WARNES,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,406,406
YACO,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,4,4
YACUIBA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,309,309
YAMPARAEZ,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,7,7
YANACACHI,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,1,1
YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,209,209
YOTALA,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,4,4
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas maternidad,2024-02-01,31,31
ACHACACHI,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,107,107
ACHOCALLA,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,9,9
AIQUILE,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,38,38
ALCALA,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,9,9
ALTO BENI,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,4,4
ANCORAIMES,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,1,1
ANDAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,3,3
ANZALDO,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,2,2
APOLO,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,15,15
ARAMPAMPA,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,2,2
ARANI,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,3,3
ARQUE,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,1,1
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,142,142
ATOCHA,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,80,80
AUCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,2,2
AYATA,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,5,5
AYO AYO,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,70,70
BATALLAS,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,36,36
BAURES,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,6,6
BERMEJO,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,111,111
BETANZOS,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,23,23
BOLIVAR,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,1,1
BOYUIBE,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,4,4
BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,17,17
CABEZAS,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,63,63
CAIROMA,internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,3,3
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas maternidad,2024-03-01,8,8
