municipality,group,variable,month,Primer Control Post Parto,TOTAL
POOPO,atencion de partos en servicios,primer control post parto,2023-02-01,1,1
PORCO,atencion de partos en servicios,primer control post parto,2023-02-01,3,3
POROMA,atencion de partos en servicios,primer control post parto,2023-02-01,7,7
PORONGO,atencion de partos en servicios,primer control post parto,2023-02-01,2,2
PORTACHUELO,atencion de partos en servicios,primer control post parto,2023-02-01,21,21
PORVENIR,atencion de partos en servicios,primer control post parto,2023-02-01,1,1
POTOSI,atencion de partos en servicios,primer control post parto,2023-02-01,230,230
PRESTO,atencion de partos en servicios,primer control post parto,2023-02-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicios,primer control post parto,2023-02-01,2,2
PUERTO RICO,atencion de partos en servicios,primer control post parto,2023-02-01,4,4
PUERTO SUAREZ,atencion de partos en servicios,primer control post parto,2023-02-01,7,7
PUERTO VILLARROEL,atencion de partos en servicios,primer control post parto,2023-02-01,16,16
PUNA,atencion de partos en servicios,primer control post parto,2023-02-01,4,4
PUNATA,atencion de partos en servicios,primer control post parto,2023-02-01,34,34
QUILLACOLLO,atencion de partos en servicios,primer control post parto,2023-02-01,56,56
RAVELO,atencion de partos en servicios,primer control post parto,2023-02-01,2,2
REYES,atencion de partos en servicios,primer control post parto,2023-02-01,1,1
RIBERALTA,atencion de partos en servicios,primer control post parto,2023-02-01,211,211
RURRENABAQUE,atencion de partos en servicios,primer control post parto,2023-02-01,43,43
SABAYA,atencion de partos en servicios,primer control post parto,2023-02-01,2,2
SACABA,atencion de partos en servicios,primer control post parto,2023-02-01,157,157
SACACA,atencion de partos en servicios,primer control post parto,2023-02-01,8,8
SAIPINA,atencion de partos en servicios,primer control post parto,2023-02-01,8,8
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,primer control post parto,2023-02-01,5,5
SAMAIPATA,atencion de partos en servicios,primer control post parto,2023-02-01,7,7
SAN AGUSTIN,atencion de partos en servicios,primer control post parto,2023-02-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,primer control post parto,2023-02-01,4,4
SAN BENITO,atencion de partos en servicios,primer control post parto,2023-02-01,1,1
SAN BORJA,atencion de partos en servicios,primer control post parto,2023-02-01,9,9
SAN BUENA VENTURA,atencion de partos en servicios,primer control post parto,2023-02-01,26,26
SAN CARLOS,atencion de partos en servicios,primer control post parto,2023-02-01,1,1
SAN IGNACIO,atencion de partos en servicios,primer control post parto,2023-02-01,27,27
SAN IGNACIO DE VELASCO,atencion de partos en servicios,primer control post parto,2023-02-01,78,78
SAN JAVIER(STC),atencion de partos en servicios,primer control post parto,2023-02-01,20,20
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,primer control post parto,2023-02-01,1,1
SAN JULIAN,atencion de partos en servicios,primer control post parto,2023-02-01,3,3
SAN LORENZO(PND),atencion de partos en servicios,primer control post parto,2023-02-01,1,1
SAN LORENZO(TJA),atencion de partos en servicios,primer control post parto,2023-02-01,22,22
SAN LUCAS,atencion de partos en servicios,primer control post parto,2023-02-01,14,14
SAN MATIAS,atencion de partos en servicios,primer control post parto,2023-02-01,5,5
SAN MIGUEL DE VELASCO,atencion de partos en servicios,primer control post parto,2023-02-01,15,15
SAN PABLO DE LIPEZ,atencion de partos en servicios,primer control post parto,2023-02-01,1,1
SAN PEDRO,atencion de partos en servicios,primer control post parto,2023-02-01,13,13
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,primer control post parto,2023-02-01,6,6
SAN PEDRO DE MACHA,atencion de partos en servicios,primer control post parto,2023-02-01,5,5
SAN PEDRO DE TIQUINA,atencion de partos en servicios,primer control post parto,2023-02-01,2,2
SAN PEDRO(PND),atencion de partos en servicios,primer control post parto,2023-02-01,1,1
SAN RAFAEL,atencion de partos en servicios,primer control post parto,2023-02-01,2,2
SAN RAMON SCZ,atencion de partos en servicios,primer control post parto,2023-02-01,15,15
SANTA ANA,atencion de partos en servicios,primer control post parto,2023-02-01,34,34
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,primer control post parto,2023-02-01,520,520
SANTA ROSA,atencion de partos en servicios,primer control post parto,2023-02-01,13,13
SANTA ROSA DEL SARA,atencion de partos en servicios,primer control post parto,2023-02-01,5,5
SAPAHAQUI,atencion de partos en servicios,primer control post parto,2023-02-01,4,4
SENA,atencion de partos en servicios,primer control post parto,2023-02-01,4,4
SICA SICA (VILLA AROMA),atencion de partos en servicios,primer control post parto,2023-02-01,6,6
SIPE SIPE,atencion de partos en servicios,primer control post parto,2023-02-01,52,52
SOPACHUY,atencion de partos en servicios,primer control post parto,2023-02-01,5,5
SORACACHI,atencion de partos en servicios,primer control post parto,2023-02-01,4,4
SORATA,atencion de partos en servicios,primer control post parto,2023-02-01,9,9
SUCRE,atencion de partos en servicios,primer control post parto,2023-02-01,437,437
TACACHI,atencion de partos en servicios,primer control post parto,2023-02-01,2,2
TACOBAMBA,atencion de partos en servicios,primer control post parto,2023-02-01,1,1
TAPACARI,atencion de partos en servicios,primer control post parto,2023-02-01,2,2
TARABUCO,atencion de partos en servicios,primer control post parto,2023-02-01,11,11
TARIJA,atencion de partos en servicios,primer control post parto,2023-02-01,92,92
TARVITA,atencion de partos en servicios,primer control post parto,2023-02-01,9,9
TIAHUANACU,atencion de partos en servicios,primer control post parto,2023-02-01,9,9
TIQUIPAYA,atencion de partos en servicios,primer control post parto,2023-02-01,57,57
TIRAQUE (CBBA),atencion de partos en servicios,primer control post parto,2023-02-01,5,5
TOCO,atencion de partos en servicios,primer control post parto,2023-02-01,1,1
TOLATA,atencion de partos en servicios,primer control post parto,2023-02-01,5,5
TOLEDO,atencion de partos en servicios,primer control post parto,2023-02-01,1,1
TOMINA,atencion de partos en servicios,primer control post parto,2023-02-01,5,5
TORO TORO,atencion de partos en servicios,primer control post parto,2023-02-01,3,3
TOTORA(CBBA),atencion de partos en servicios,primer control post parto,2023-02-01,19,19
TUPIZA,atencion de partos en servicios,primer control post parto,2023-02-01,3,3
TURCO,atencion de partos en servicios,primer control post parto,2023-02-01,1,1
UMALA,atencion de partos en servicios,primer control post parto,2023-02-01,2,2
URIONDO (A. CONCEPCION),atencion de partos en servicios,primer control post parto,2023-02-01,5,5
URUBICHA,atencion de partos en servicios,primer control post parto,2023-02-01,3,3
UYUNI,atencion de partos en servicios,primer control post parto,2023-02-01,5,5
VALLEGRANDE,atencion de partos en servicios,primer control post parto,2023-02-01,20,20
VIACHA,atencion de partos en servicios,primer control post parto,2023-02-01,3,3
VILLA MONTES,atencion de partos en servicios,primer control post parto,2023-02-01,30,30
VILLA NUEVA (LOMA ALTA),atencion de partos en servicios,primer control post parto,2023-02-01,1,1
VILLA SERRANO,atencion de partos en servicios,primer control post parto,2023-02-01,3,3
VILLA TUNARI,atencion de partos en servicios,primer control post parto,2023-02-01,26,26
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,primer control post parto,2023-02-01,1,1
VILLAZON,atencion de partos en servicios,primer control post parto,2023-02-01,36,36
VINTO,atencion de partos en servicios,primer control post parto,2023-02-01,49,49
VITICHI,atencion de partos en servicios,primer control post parto,2023-02-01,2,2
WARNES,atencion de partos en servicios,primer control post parto,2023-02-01,161,161
YACUIBA,atencion de partos en servicios,primer control post parto,2023-02-01,38,38
YAMPARAEZ,atencion de partos en servicios,primer control post parto,2023-02-01,3,3
YAPACANI,atencion de partos en servicios,primer control post parto,2023-02-01,62,62
YOTALA,atencion de partos en servicios,primer control post parto,2023-02-01,5,5
YUNGUYO DE LITORAL,atencion de partos en servicios,primer control post parto,2023-02-01,1,1
ZUDAÑEZ,atencion de partos en servicios,primer control post parto,2023-02-01,3,3
ACHACACHI,atencion de partos en servicios,primer control post parto,2023-03-01,22,22
ACHOCALLA,atencion de partos en servicios,primer control post parto,2023-03-01,19,19
AIQUILE,atencion de partos en servicios,primer control post parto,2023-03-01,27,27
ALALAY,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
ALCALA,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
ANCORAIMES,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
ANDAMARCA,atencion de partos en servicios,primer control post parto,2023-03-01,4,4
ANZALDO,atencion de partos en servicios,primer control post parto,2023-03-01,2,2
APOLO,atencion de partos en servicios,primer control post parto,2023-03-01,18,18
ARANI,atencion de partos en servicios,primer control post parto,2023-03-01,3,3
ARBIETO,atencion de partos en servicios,primer control post parto,2023-03-01,19,19
ARQUE,atencion de partos en servicios,primer control post parto,2023-03-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en servicios,primer control post parto,2023-03-01,68,68
ATOCHA,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
AYATA,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
AYO AYO,atencion de partos en servicios,primer control post parto,2023-03-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,primer control post parto,2023-03-01,9,9
AZURDUY,atencion de partos en servicios,primer control post parto,2023-03-01,6,6
BATALLAS,atencion de partos en servicios,primer control post parto,2023-03-01,2,2
BAURES,atencion de partos en servicios,primer control post parto,2023-03-01,4,4
BELLA FLOR,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
BERMEJO,atencion de partos en servicios,primer control post parto,2023-03-01,39,39
BETANZOS,atencion de partos en servicios,primer control post parto,2023-03-01,4,4
BOLIVAR,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
BOYUIBE,atencion de partos en servicios,primer control post parto,2023-03-01,3,3
BUENA VISTA,atencion de partos en servicios,primer control post parto,2023-03-01,6,6
CABEZAS,atencion de partos en servicios,primer control post parto,2023-03-01,22,22
CAIROMA,atencion de partos en servicios,primer control post parto,2023-03-01,5,5
"CAIZA ""D""",atencion de partos en servicios,primer control post parto,2023-03-01,2,2
CAJUATA,atencion de partos en servicios,primer control post parto,2023-03-01,2,2
CAMARGO,atencion de partos en servicios,primer control post parto,2023-03-01,13,13
CAMIRI,atencion de partos en servicios,primer control post parto,2023-03-01,69,69
CAPINOTA,atencion de partos en servicios,primer control post parto,2023-03-01,19,19
CAQUIAVIRI,atencion de partos en servicios,primer control post parto,2023-03-01,2,2
CARACOLLO,atencion de partos en servicios,primer control post parto,2023-03-01,11,11
CARANAVI,atencion de partos en servicios,primer control post parto,2023-03-01,77,77
CARAPARI,atencion de partos en servicios,primer control post parto,2023-03-01,3,3
CARIPUYO,atencion de partos en servicios,primer control post parto,2023-03-01,4,4
CHALLAPATA,atencion de partos en servicios,primer control post parto,2023-03-01,23,23
CHAQUI,atencion de partos en servicios,primer control post parto,2023-03-01,4,4
CHARAGUA,atencion de partos en servicios,primer control post parto,2023-03-01,6,6
CHIMORE,atencion de partos en servicios,primer control post parto,2023-03-01,17,17
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,primer control post parto,2023-03-01,22,22
CHUMA,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
CKOCHAS,atencion de partos en servicios,primer control post parto,2023-03-01,7,7
CLIZA,atencion de partos en servicios,primer control post parto,2023-03-01,3,3
COBIJA,atencion de partos en servicios,primer control post parto,2023-03-01,6,6
COCAPATA,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
COCHABAMBA,atencion de partos en servicios,primer control post parto,2023-03-01,521,521
COLCAPIRHUA,atencion de partos en servicios,primer control post parto,2023-03-01,14,14
"COLCHA ""K""",atencion de partos en servicios,primer control post parto,2023-03-01,5,5
COLOMI,atencion de partos en servicios,primer control post parto,2023-03-01,17,17
COLPA BELGICA,atencion de partos en servicios,primer control post parto,2023-03-01,2,2
COLQUECHACA,atencion de partos en servicios,primer control post parto,2023-03-01,25,25
COLQUENCHA,atencion de partos en servicios,primer control post parto,2023-03-01,6,6
COMARAPA,atencion de partos en servicios,primer control post parto,2023-03-01,14,14
CONCEPCION,atencion de partos en servicios,primer control post parto,2023-03-01,34,34
COPACABANA,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
CORIPATA,atencion de partos en servicios,primer control post parto,2023-03-01,13,13
CORO CORO,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
COROICO,atencion de partos en servicios,primer control post parto,2023-03-01,24,24
CORQUE,atencion de partos en servicios,primer control post parto,2023-03-01,1,1
COTAGAITA,atencion de partos en servicios,primer control post parto,2023-03-01,2,2
COTOCA,atencion de partos en servicios,primer control post parto,2023-03-01,76,76
