municipality,group,variable,month,Tratamientos iniciados con esquema l,TOTAL
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,3,3
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2007-12-01,5,5
TOCO,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
TORO TORO,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,5,5
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,3,3
UNCIA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,6,6
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,5,5
VINTO,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,4,4
WARNES,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,7,7
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,7,7
YAMPARAEZ,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,4,4
YOTALA,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
ZUDAÑEZ,tuberculosis,tratamientos iniciados con esquema l,2007-12-01,1,1
