municipality,group,variable,month,Antirrábica canina,TOTAL
SANTA ROSA,otras vacunaciones,antirrabica canina,2006-12-01,109,109
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica canina,2006-12-01,10,10
SANTIAGO DE HUARI,otras vacunaciones,antirrabica canina,2006-12-01,29,29
SANTIVAÑES,otras vacunaciones,antirrabica canina,2006-12-01,65,65
SAPAHAQUI,otras vacunaciones,antirrabica canina,2006-12-01,147,147
SICAYA,otras vacunaciones,antirrabica canina,2006-12-01,7,7
SIPE SIPE,otras vacunaciones,antirrabica canina,2006-12-01,102,102
SORACACHI,otras vacunaciones,antirrabica canina,2006-12-01,59,59
SUCRE,otras vacunaciones,antirrabica canina,2006-12-01,690,690
TACOBAMBA,otras vacunaciones,antirrabica canina,2006-12-01,927,927
TACOPAYA,otras vacunaciones,antirrabica canina,2006-12-01,24,24
TAPACARI,otras vacunaciones,antirrabica canina,2006-12-01,352,352
TARABUCO,otras vacunaciones,antirrabica canina,2006-12-01,550,550
TARACO,otras vacunaciones,antirrabica canina,2006-12-01,250,250
TARATA,otras vacunaciones,antirrabica canina,2006-12-01,119,119
TARIJA,otras vacunaciones,antirrabica canina,2006-12-01,128,128
TARVITA,otras vacunaciones,antirrabica canina,2006-12-01,886,886
TIAWANACU,otras vacunaciones,antirrabica canina,2006-12-01,231,231
TINGUIPAYA,otras vacunaciones,antirrabica canina,2006-12-01,366,366
TIQUIPAYA,otras vacunaciones,antirrabica canina,2006-12-01,287,287
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2006-12-01,227,227
TOLATA,otras vacunaciones,antirrabica canina,2006-12-01,20,20
TOLEDO,otras vacunaciones,antirrabica canina,2006-12-01,82,82
TOMAVE,otras vacunaciones,antirrabica canina,2006-12-01,78,78
TOMINA,otras vacunaciones,antirrabica canina,2006-12-01,938,938
TORO TORO,otras vacunaciones,antirrabica canina,2006-12-01,381,381
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2006-12-01,119,119
TOTORA(ORR),otras vacunaciones,antirrabica canina,2006-12-01,10,10
TRINIDAD,otras vacunaciones,antirrabica canina,2006-12-01,200,200
TUPIZA,otras vacunaciones,antirrabica canina,2006-12-01,1300,1300
TURCO,otras vacunaciones,antirrabica canina,2006-12-01,11,11
UNCIA,otras vacunaciones,antirrabica canina,2006-12-01,286,286
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica canina,2006-12-01,480,480
URUBICHA,otras vacunaciones,antirrabica canina,2006-12-01,30,30
UYUNI,otras vacunaciones,antirrabica canina,2006-12-01,115,115
VACAS,otras vacunaciones,antirrabica canina,2006-12-01,119,119
VIACHA,otras vacunaciones,antirrabica canina,2006-12-01,11,11
VILA VILA,otras vacunaciones,antirrabica canina,2006-12-01,61,61
VILLA MONTES,otras vacunaciones,antirrabica canina,2006-12-01,68,68
VILLA RIVERO,otras vacunaciones,antirrabica canina,2006-12-01,5,5
VILLA TUNARI,otras vacunaciones,antirrabica canina,2006-12-01,93,93
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica canina,2006-12-01,95,95
VILLAZON,otras vacunaciones,antirrabica canina,2006-12-01,415,415
VINTO,otras vacunaciones,antirrabica canina,2006-12-01,300,300
VITICHI,otras vacunaciones,antirrabica canina,2006-12-01,80,80
WARNES,otras vacunaciones,antirrabica canina,2006-12-01,18,18
YACUIBA,otras vacunaciones,antirrabica canina,2006-12-01,51,51
YAMPARAEZ,otras vacunaciones,antirrabica canina,2006-12-01,27,27
YAPACANI,otras vacunaciones,antirrabica canina,2006-12-01,30,30
YOTALA,otras vacunaciones,antirrabica canina,2006-12-01,1025,1025
YUNCHARA,otras vacunaciones,antirrabica canina,2006-12-01,154,154
