municipality,group,variable,month,Vacunaciones antiamarílica en personas a part,TOTAL
CONCEPCION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,55,55
COPACABANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,6,6
CORIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,44,44
CORO CORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,33,33
COROICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,23,23
COTAGAITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,5,5
COTOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,106,106
CUATRO CAÑADAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,91,91
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,8,8
CULPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,22,22
CURAHUARA DE CARANGAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,10,10
CURVA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,6,6
DESAGUADERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,21,21
EL ALTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,1069,1069
EL CHORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,10,10
EL PUENTE(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,20,20
EL PUENTE(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,3,3
EL TORNO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,35,35
EL VILLAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,2,2
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,20,20
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,5959,5959
FERNANDEZ ALONSO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,22,22
FILADELFIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,4,4
GENERAL SAAVEDRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,102,102
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,25,25
GUANAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,151,151
GUAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,23,23
GUAYARAMERIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,24,24
HUACARETA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,14,14
ICLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,19,19
INCAHUASI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,209,209
INGAVI (HUMAITA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,8,8
INQUISIVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,46,46
IRUPANA (VILLA DE LANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,25,25
IXIAMAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,26,26
JESUS DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,93,93
LA ASUNTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,90,90
LA GUARDIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,35,35
LA PAZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,3283,3283
LAJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,13,13
LAS CARRERAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,9,9
LLALLAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,402,402
LORETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,13,13
LURIBAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,5,5
MACHACAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,4,4
MACHARETI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,1,1
MAGDALENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,48,48
MAIRANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,10,10
MAPIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,659,659
MINEROS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,52,52
MIZQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,613,613
MOJOCOYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,70,70
MONTEAGUDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,44,44
MONTERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,1084,1084
MOROCHATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,112,112
OCURI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,55,55
OKINAWA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,35,35
OMEREQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,10,10
ORURO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,1085,1085
PADCAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,16,16
PADILLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,140,140
PAILON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,15,15
PALCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,11,11
PALOS BLANCOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,335,335
PAMPA GRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,19,19
PASORAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,18,18
PATACAMAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,25,25
PELECHUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,6,6
POCOATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,64,64
POCONA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,105,105
POJO (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,28,28
POOPO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,57,57
POROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,5,5
PORONGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,28,28
PORTACHUELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,242,242
PORVENIR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,95,95
POSTRER VALLE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,8,8
POTOSI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,379,379
PRESTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,84,84
PUCARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,151,151
PUERTO ACOSTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,43,43
PUERTO CARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,7,7
PUERTO PEREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,20,20
PUERTO QUIJARRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,5,5
PUERTO RICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,7,7
PUERTO SILES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,5,5
PUERTO SUAREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,165,165
PUERTO VILLARROEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,4441,4441
PUNA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,160,160
PUNATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,238,238
QUILLACOLLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,1124,1124
QUIME,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,23,23
QUIRUSILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,9,9
REYES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,5,5
RIBERALTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,260,260
ROBORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,247,247
RURRENABAQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,199,199
SACABA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,4425,4425
SACACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,70,70
SAIPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,9,9
SAMAIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,62,62
SAN ANDRES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,12,12
SAN ANTONIO DE LOMERIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,10,10
SAN BENITO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,1706,1706
SAN BORJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,266,266
SAN BUENA VENTURA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,40,40
SAN CARLOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,272,272
SAN IGNACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,351,351
SAN IGNACIO DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,74,74
SAN JAVIER(BNI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,9,9
SAN JAVIER(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,22,22
SAN JOAQUIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,4,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,14,14
SAN JUAN DE YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,48,48
SAN JULIAN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,662,662
SAN LORENZO(PND),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,3,3
SAN LORENZO(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,50,50
SAN LUCAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,126,126
SAN MATIAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,347,347
SAN MIGUEL DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,6,6
SAN PEDRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,52,52
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,57,57
SAN PEDRO DE TIQUINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,11,11
SAN RAFAEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,3,3
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,6,6
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,3,3
SANTA ANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,36,36
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,6956,6956
SANTA ROSA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,76,76
SANTA ROSA DEL SARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,64,64
SANTIAGO DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,3,3
SANTIVAÑES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,43,43
SAPAHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,7,7
SICA SICA (VILLA AROMA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,830,830
SIPE SIPE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,34,34
SORACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,27,27
SORATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,259,259
SUCRE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,2116,2116
TACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,19,19
TACACOMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,227,227
TACOBAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,33,33
TACOPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,124,124
TAPACARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,75,75
TARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,53,53
TARATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,39,39
TARIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,591,591
TARVITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,1,1
TEOPONTE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,180,180
TIAWANACU,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,4,4
TINGUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,192,192
TIPUANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,167,167
TIQUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,642,642
TIRAQUE (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,1806,1806
TOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,112,112
TOLATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,510,510
TOLEDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,6,6
TOMAVE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,65,65
TOMINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,17,17
TORO TORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,26,26
TOTORA(CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,83,83
TRINIDAD,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,794,794
TUPIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,36,36
TURCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,15,15
UNCIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,20,20
URIONDO (A. CONCEPCION),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,8,8
URUBICHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,1,1
UYUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,20,20
VACAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,33,33
VALLEGRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,23,23
VIACHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,86,86
VILA VILA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,18,18
VILLA MONTES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,361,361
VILLA RIVERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,70,70
VILLA TUNARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,2609,2609
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,11,11
VILLAZON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,247,247
VINTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,213,213
VITICHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,49,49
WARNES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,125,125
YACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,16,16
YACUIBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,215,215
YAMPARAEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,1,1
YANACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,4,4
YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,398,398
YOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,5,5
YUNCHARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,8,8
ZUDAÑEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-02-01,21,21
