,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,67,0,67
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,2,6,8
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,5,6,11
SORATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,15,7,22
SUCRE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,504,15,519
TACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,4,3,7
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,6,9,15
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,10,4,14
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,3,6,9
TAHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,0,2,2
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,21,23,44
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,15,16,31
TARACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,6,0,6
TARATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,10,3,13
TARIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,339,12,351
TARVITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,11,8,19
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,18,8,26
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,18,7,25
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,21,12,33
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,23,1,24
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,85,11,96
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,30,16,46
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,2,0,2
TOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,2,3,5
TOLATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,7,0,7
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,3,1,4
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,6,6,12
TOMINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,5,7,12
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,12,2,14
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,16,6,22
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,7,0,7
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,225,14,239
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,62,8,70
TURCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,3,0,3
UMALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,5,4,9
UNCIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,16,7,23
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,20,4,24
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,9,5,14
UYUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,38,1,39
VACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,5,10,15
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,28,0,28
VIACHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,93,8,101
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,3,5,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,16,6,22
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,51,5,56
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,4,3,7
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,12,2,14
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,7,2,9
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,121,16,137
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,8,3,11
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,68,10,78
VINTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,71,5,76
VITICHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,6,0,6
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,2,0,2
WARNES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,182,15,197
YACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,6,8,14
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,118,9,127
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,5,2,7
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,8,1,9
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,102,8,110
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,5,5,10
YOTALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,8,9,17
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,5,6,11
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-01-01,5,10,15
ACACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,2,9,11
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,38,15,53
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,13,7,20
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,25,14,39
ALALAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,4,6,10
ALCALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,6,0,6
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,15,0,15
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,11,2,13
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,3,0,3
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,6,1,7
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,3,4,7
APOLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,14,11,25
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,3,3,6
ARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,13,0,13
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,12,13,25
ARQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,14,6,20
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,33,6,39
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,12,8,20
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,4,3,7
AYATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,6,8,14
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,5,3,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,19,19,38
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,10,9,19
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,15,14,29
BAURES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,6,0,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,2,1,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,0,4,4
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,2,2,4
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,41,16,57
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,44,17,61
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,7,9,16
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,4,1,5
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,12,14,26
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,16,51,67
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,14,10,24
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,10,9,19
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,15,3,18
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,0,2,2
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,11,10,21
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,21,7,28
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,0,2,2
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,51,4,55
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,28,5,33
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,7,6,13
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,22,6,28
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,59,27,86
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,23,19,42
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,0,18,18
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,4,3,7
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,48,11,59
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,2,9,11
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,24,69,93
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,12,5,17
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,28,7,35
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,3,0,3
CHUA COCANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,32,10,42
CHUMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,2,1,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,0,7,7
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,20,4,24
CLIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,26,13,39
COBIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,88,13,101
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,8,17,25
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,1081,25,1106
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,76,1,77
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,11,2,13
COLLANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,0,2,2
COLOMI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,19,10,29
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,12,3,15
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,17,34,51
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,11,1,12
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,21,26,47
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,5,0,5
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,35,4,39
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,43,12,55
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,6,9,15
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,19,2,21
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,3,5,8
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,15,4,19
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,6,2,8
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,15,8,23
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,96,20,116
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,28,31,59
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,0,1,1
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,30,18,48
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,7,0,7
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,0,1,1
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,6,2,8
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,1201,29,1230
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,3,2,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,22,2,24
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,14,6,20
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,86,7,93
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,1,0,1
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,16,15,31
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,51,9,60
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,6,1,7
ESMERALDA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,8,2,10
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,1,2,3
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,3,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,14,9,23
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,3,4,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,25,8,33
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,6,11,17
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,15,9,24
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,4,3,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,33,38,71
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,14,13,27
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,16,6,22
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,2,0,2
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,39,1,40
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,3,0,3
HUARINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,4,8,12
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,5,0,5
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,4,1,5
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,2,4,6
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,1,4,5
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,6,6,12
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,6,8,14
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,2,1,3
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,4,7,11
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,11,7,18
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,11,0,11
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,14,2,16
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,60,16,76
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,130,10,140
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,1036,9,1045
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,9,3,12
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,16,10,26
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,4,1,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,2,1,3
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,46,21,67
LLICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,6,3,9
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,1,0,1
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,3,6,9
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,3,2,5
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,7,4,11
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,14,9,23
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,15,0,15
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,0,4,4
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,35,1,36
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,13,5,18
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,41,9,50
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,32,20,52
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,11,12,23
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,12,4,16
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,30,8,38
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,217,2,219
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,1,2,3
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,4,13,17
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,2,1,3
OCURI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,7,19,26
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,22,4,26
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,2,1,3
ORURO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,394,1,395
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,17,6,23
PADILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,8,2,10
PAILON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,42,38,80
PALCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,24,6,30
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,48,9,57
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,3,2,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,14,0,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,3,6,9
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,3,0,3
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,22,7,29
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,3,0,3
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,5,3,8
POCOATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,8,9,17
POCONA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,4,11,15
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,12,3,15
POOPO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,4,0,4
PORCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,18,6,24
POROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,7,5,12
PORONGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,5,1,6
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,34,3,37
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,3,1,4
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,4,1,5
POTOSI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,358,12,370
PRESTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,5,7,12
PUCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,0,1,1
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,24,8,32
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-02-01,10,17,27
