,group,variable,month,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,TOTALES
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,11,5,16
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,12,5,17
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,11,7,18
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,28,19,47
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,12,14,26
TARACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,7,1,8
TARATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,12,1,13
TARIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,422,3,425
TARVITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,9,6,15
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,14,7,21
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,16,6,22
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,26,14,40
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,21,4,25
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,94,4,98
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,24,12,36
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,3,0,3
TOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,11,4,15
TOLATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,4,1,5
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,7,3,10
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,12,8,20
TOMINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,5,9,14
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,14,2,16
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,22,13,35
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,4,1,5
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,3,1,4
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,274,7,281
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,87,11,98
TURCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,5,2,7
UMALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,2,8,10
UNCIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,35,10,45
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,14,5,19
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,7,8,15
UYUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,31,2,33
VACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,10,14,24
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,20,0,20
VIACHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,99,30,129
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,3,4,7
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,22,20,42
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,67,18,85
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,5,3,8
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,9,1,10
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,5,5,10
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,129,19,148
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,14,4,18
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,69,9,78
VINTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,65,10,75
VITICHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,6,2,8
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,5,0,5
WARNES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,184,6,190
YACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,11,12,23
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,140,6,146
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,5,0,5
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,7,5,12
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,109,11,120
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,14,4,18
YOTALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,11,4,15
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,1,7,8
YUNGUYO DE LITORAL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,0,1,1
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-01-01,5,6,11
ACACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,9,4,13
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,36,14,50
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,15,3,18
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,34,3,37
ALALAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,3,7,10
ALCALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,3,1,4
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,15,1,16
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,10,6,16
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,0,3,3
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,6,1,7
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,6,12,18
APOLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,21,16,37
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,2,2,4
ARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,19,1,20
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,17,4,21
ARQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,17,8,25
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,52,3,55
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,12,7,19
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,5,4,9
AYATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,5,4,9
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,9,5,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,31,16,47
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,7,6,13
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,15,4,19
BAURES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,7,0,7
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,2,0,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,1,4,5
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,1,1,2
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,42,14,56
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,30,13,43
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,8,9,17
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,0,2,2
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,5,2,7
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,13,5,18
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,34,53,87
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,6,7,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,10,7,17
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,10,4,14
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,2,6,8
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,10,3,13
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,29,2,31
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,4,0,4
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,54,6,60
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,25,4,29
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,4,9,13
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,10,6,16
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,75,17,92
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,19,16,35
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,9,8,17
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,6,2,8
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,54,10,64
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,6,3,9
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,40,58,98
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,4,1,5
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,8,17,25
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,29,6,35
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,3,0,3
CHUA COCANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,22,9,31
CHUMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,7,8,15
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,1,5,6
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,17,7,24
CLIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,29,5,34
COBIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,128,7,135
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,3,14,17
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,1201,32,1233
COIPASA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,2,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,72,0,72
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,16,2,18
COLLANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,4,0,4
COLOMI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,32,13,45
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,10,7,17
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,20,28,48
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,16,1,17
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,13,18,31
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,3,2,5
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,27,5,32
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,31,3,34
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,8,9,17
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,17,3,20
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,7,5,12
COROICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,16,5,21
CORQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,1,2,3
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,20,13,33
COTOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,128,13,141
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,27,39,66
CUEVO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,2,2,4
CULPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,14,10,24
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,8,1,9
CURVA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,2,5,7
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,1,3,4
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,1478,27,1505
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,0,8,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,18,0,18
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,13,6,19
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,99,3,102
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,4,3,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,21,15,36
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,51,10,61
ESCARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,1,0,1
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,5,2,7
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,8,0,8
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,2,2,4
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,4,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,24,7,31
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,4,4,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,33,9,42
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,4,12,16
GUANAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,22,14,36
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,10,7,17
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,55,22,77
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,19,17,36
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,4,7,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,3,5,8
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,51,1,52
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,6,0,6
HUARINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,4,4,8
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,7,0,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,2,0,2
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,4,2,6
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,0,5,5
ICLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,4,10,14
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,13,5,18
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,6,12,18
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,7,13,20
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,7,1,8
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,16,0,16
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,66,11,77
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,148,5,153
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,1169,22,1191
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,5,2,7
LAJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,23,8,31
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,2,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,1,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,50,16,66
LLICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,7,1,8
LORETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,1,3,4
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,4,11,15
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,6,0,6
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,9,2,11
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,23,2,25
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,23,0,23
MALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,0,2,2
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,24,0,24
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,5,7,12
MINEROS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,35,8,43
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,36,7,43
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,15,9,24
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,1,1,2
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,7,4,11
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,35,6,41
MONTERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,223,5,228
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,2,1,3
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,12,11,23
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,1,1,2
OCURI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,6,12,18
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,23,3,26
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,6,8,14
ORURO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,448,7,455
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,13,4,17
PADILLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,11,4,15
PAILON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,47,49,96
PALCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,14,8,22
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,36,4,40
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,10,6,16
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,1,5,6
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,4,2,6
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,33,10,43
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,6,4,10
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,6,6,12
POCOATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,13,15,28
POCONA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,8,14,22
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,10,3,13
POOPO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,6,0,6
PORCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,33,2,35
POROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,9,12,21
PORONGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,10,12,22
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,43,4,47
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,9,1,10
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,4,1,5
POTOSI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,392,9,401
PRESTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,7,9,16
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,33,7,40
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,4,11,15
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,5,11,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,2,10,12
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,3,4,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,34,16,50
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,15,2,17
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2013-02-01,25,2,27
