,group,variable,month,PENTAVALENTE 2DA. DOSIS,PENTAVALENTE 2DA. DOSIS,TOTALES
TACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,2,2,4
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,8,6,14
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,6,3,9
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,11,9,20
TAHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,25,11,36
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,7,12,19
TARACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,6,3,9
TARATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,11,1,12
TARIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,369,6,375
TARVITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,15,4,19
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,14,6,20
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,15,8,23
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,31,8,39
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,19,2,21
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,89,7,96
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,25,13,38
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,3,0,3
TOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,5,5,10
TOLATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,3,1,4
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,5,1,6
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,12,6,18
TOMINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,8,5,13
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,12,3,15
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,20,8,28
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,4,3,7
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,224,10,234
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,79,8,87
TURCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,3,1,4
UMALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,5,6,11
UNCIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,19,6,25
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,23,8,31
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,9,8,17
UYUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,37,4,41
VACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,7,9,16
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,21,1,22
VIACHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,89,5,94
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,8,5,13
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,12,6,18
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,70,19,89
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,4,6,10
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,13,2,15
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,16,5,21
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,127,13,140
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,14,2,16
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,63,4,67
VINTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,75,1,76
VITICHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,3,1,4
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,1,0,1
WARNES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,190,7,197
YACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,4,10,14
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,144,14,158
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,8,3,11
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,4,1,5
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,88,7,95
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,4,4,8
YOTALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,7,4,11
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,3,8,11
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-01-01,2,7,9
ACACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,2,6,8
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,35,13,48
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,12,12,24
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,29,14,43
ALALAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,0,5,5
ALCALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,4,0,4
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,16,0,16
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,9,3,12
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,4,2,6
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,5,3,8
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,2,3,5
APOLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,23,21,44
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,4,6,10
ARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,15,1,16
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,15,8,23
ARQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,17,1,18
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,35,4,39
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,17,7,24
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,0,10,10
AYATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,4,8,12
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,8,3,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,26,17,43
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,10,9,19
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,14,11,25
BAURES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,7,0,7
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,3,1,4
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,0,5,5
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,0,4,4
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,42,13,55
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,29,10,39
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,9,7,16
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,6,1,7
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,19,11,30
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,23,47,70
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,6,10,16
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,12,6,18
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,14,3,17
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,2,2,4
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,13,4,17
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,19,6,25
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,2,1,3
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,51,10,61
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,30,8,38
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,2,10,12
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,23,9,32
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,61,18,79
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,15,11,26
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,2,12,14
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,4,8,12
CATACORA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,30,12,42
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,9,6,15
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,33,67,100
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,1,1,2
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,15,5,20
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,39,2,41
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,4,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,19,5,24
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,15,5,20
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,2,2,4
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,17,4,21
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,29,5,34
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,92,6,98
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,8,19,27
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,1113,22,1135
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,58,1,59
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,19,4,23
COLLANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,2,0,2
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,39,12,51
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,16,1,17
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,20,26,46
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,14,1,15
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,10,18,28
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,1,0,1
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,21,8,29
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,1,1,2
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,28,5,33
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,10,7,17
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,22,1,23
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,4,8,12
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,13,2,15
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,2,4,6
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,15,15,30
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,122,17,139
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,32,44,76
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,4,2,6
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,26,14,40
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,2,1,3
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,0,2,2
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,6,7,13
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,1351,30,1381
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,6,4,10
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,18,0,18
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,8,8,16
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,79,3,82
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,4,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,18,16,34
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,31,6,37
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,6,3,9
ESMERALDA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,0,3,3
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,4,0,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,1,1,2
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,16,7,23
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,1,1,2
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,29,8,37
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,6,10,16
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,15,9,24
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,2,3,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,40,38,78
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,20,17,37
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,16,3,19
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,5,2,7
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,30,0,30
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,7,0,7
HUARINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,7,4,11
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,0,1,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,3,3,6
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,5,4,9
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,0,4,4
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,4,4,8
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,14,9,23
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,4,14,18
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,12,6,18
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,16,0,16
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,10,1,11
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,66,8,74
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,141,5,146
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,1068,12,1080
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,9,1,10
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,15,6,21
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,6,4,10
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,25,13,38
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,6,0,6
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,2,1,3
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,4,5,9
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,2,0,2
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,11,2,13
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,16,3,19
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,10,0,10
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,2,3,5
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,29,0,29
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,10,6,16
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,39,13,52
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,45,18,63
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,19,8,27
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,6,0,6
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,35,8,43
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,197,1,198
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,6,2,8
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,4,14,18
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,0,6,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,3,1,4
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,11,23,34
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,23,3,26
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,3,5,8
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,425,3,428
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,19,10,29
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,9,6,15
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,43,39,82
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,14,8,22
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,47,12,59
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,4,3,7
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,7,0,7
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,3,10,13
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,5,2,7
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,27,5,32
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,7,4,11
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,6,5,11
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,9,18,27
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,8,8,16
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,8,4,12
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,8,0,8
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,21,4,25
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,7,13,20
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,11,7,18
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,38,4,42
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,10,1,11
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,4,0,4
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,363,10,373
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,2,12,14
PUCARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,2,0,2
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,29,21,50
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,5,17,22
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,5,15,20
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,5,4,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,3,5,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-02-01,32,13,45
