,group,variable,month,BCG,BCG,TOTALES
ANZALDO,vacunaciones en menores de 1 ano,bcg,2013-02-01,5,9,14
APOLO,vacunaciones en menores de 1 ano,bcg,2013-02-01,28,18,46
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2013-02-01,2,5,7
ARANI,vacunaciones en menores de 1 ano,bcg,2013-02-01,10,1,11
ARBIETO,vacunaciones en menores de 1 ano,bcg,2013-02-01,15,6,21
ARQUE,vacunaciones en menores de 1 ano,bcg,2013-02-01,9,3,12
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2013-02-01,43,3,46
ATOCHA,vacunaciones en menores de 1 ano,bcg,2013-02-01,17,3,20
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2013-02-01,2,8,10
AYATA,vacunaciones en menores de 1 ano,bcg,2013-02-01,5,4,9
AYO AYO,vacunaciones en menores de 1 ano,bcg,2013-02-01,5,11,16
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2013-02-01,33,7,40
AZURDUY,vacunaciones en menores de 1 ano,bcg,2013-02-01,7,4,11
BATALLAS,vacunaciones en menores de 1 ano,bcg,2013-02-01,9,10,19
BAURES,vacunaciones en menores de 1 ano,bcg,2013-02-01,4,0,4
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,1,2
BERMEJO,vacunaciones en menores de 1 ano,bcg,2013-02-01,50,0,50
BETANZOS,vacunaciones en menores de 1 ano,bcg,2013-02-01,31,10,41
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2013-02-01,3,9,12
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2013-02-01,4,3,7
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2013-02-01,6,6,12
CABEZAS,vacunaciones en menores de 1 ano,bcg,2013-02-01,48,65,113
CAIROMA,vacunaciones en menores de 1 ano,bcg,2013-02-01,9,2,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2013-02-01,5,0,5
CAJUATA,vacunaciones en menores de 1 ano,bcg,2013-02-01,5,2,7
CALACOTO,vacunaciones en menores de 1 ano,bcg,2013-02-01,9,4,13
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2013-02-01,11,7,18
CAMARGO,vacunaciones en menores de 1 ano,bcg,2013-02-01,21,0,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2013-02-01,0,2,2
CAMIRI,vacunaciones en menores de 1 ano,bcg,2013-02-01,95,6,101
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2013-02-01,14,3,17
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2013-02-01,2,6,8
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2013-02-01,25,11,36
CARANAVI,vacunaciones en menores de 1 ano,bcg,2013-02-01,67,15,82
CARANGAS,vacunaciones en menores de 1 ano,bcg,2013-02-01,0,2,2
CARAPARI,vacunaciones en menores de 1 ano,bcg,2013-02-01,9,9,18
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2013-02-01,0,13,13
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2013-02-01,0,4,4
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2013-02-01,0,2,2
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2013-02-01,51,17,68
CHAQUI,vacunaciones en menores de 1 ano,bcg,2013-02-01,3,6,9
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2013-02-01,19,64,83
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2013-02-01,0,1,1
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2013-02-01,18,11,29
CHIMORE,vacunaciones en menores de 1 ano,bcg,2013-02-01,6,4,10
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2013-02-01,0,2,2
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2013-02-01,0,2,2
CHUA COCANI,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2013-02-01,38,3,41
CHUMA,vacunaciones en menores de 1 ano,bcg,2013-02-01,9,12,21
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2013-02-01,9,5,14
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2013-02-01,7,2,9
CLIZA,vacunaciones en menores de 1 ano,bcg,2013-02-01,25,12,37
COBIJA,vacunaciones en menores de 1 ano,bcg,2013-02-01,149,9,158
COCAPATA,vacunaciones en menores de 1 ano,bcg,2013-02-01,13,11,24
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2013-02-01,1477,3,1480
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2013-02-01,73,0,73
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2013-02-01,7,1,8
COLLANA,vacunaciones en menores de 1 ano,bcg,2013-02-01,2,1,3
COLOMI,vacunaciones en menores de 1 ano,bcg,2013-02-01,28,18,46
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2013-02-01,8,2,10
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2013-02-01,17,40,57
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,12,13
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2013-02-01,13,29,42
COMANCHE,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,3,4
COMARAPA,vacunaciones en menores de 1 ano,bcg,2013-02-01,32,5,37
COMBAYA,vacunaciones en menores de 1 ano,bcg,2013-02-01,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2013-02-01,40,2,42
COPACABANA,vacunaciones en menores de 1 ano,bcg,2013-02-01,10,7,17
CORIPATA,vacunaciones en menores de 1 ano,bcg,2013-02-01,14,3,17
CORO CORO,vacunaciones en menores de 1 ano,bcg,2013-02-01,4,4,8
COROICO,vacunaciones en menores de 1 ano,bcg,2013-02-01,14,7,21
CORQUE,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,3,4
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2013-02-01,11,8,19
COTOCA,vacunaciones en menores de 1 ano,bcg,2013-02-01,96,5,101
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2013-02-01,32,21,53
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2013-02-01,2,1,3
CUEVO,vacunaciones en menores de 1 ano,bcg,2013-02-01,2,3,5
CULPINA,vacunaciones en menores de 1 ano,bcg,2013-02-01,31,16,47
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2013-02-01,3,1,4
CURVA,vacunaciones en menores de 1 ano,bcg,2013-02-01,0,1,1
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,11,12
EL ALTO,vacunaciones en menores de 1 ano,bcg,2013-02-01,1455,152,1607
EL CHORO,vacunaciones en menores de 1 ano,bcg,2013-02-01,4,6,10
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2013-02-01,8,3,11
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2013-02-01,3,15,18
EL TORNO,vacunaciones en menores de 1 ano,bcg,2013-02-01,94,0,94
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,0,1
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2013-02-01,17,15,32
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2013-02-01,40,4,44
ESCOMA,vacunaciones en menores de 1 ano,bcg,2013-02-01,3,0,3
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2013-02-01,4,0,4
EXALTACION,vacunaciones en menores de 1 ano,bcg,2013-02-01,2,1,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2013-02-01,6,9,15
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2013-02-01,3,2,5
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2013-02-01,15,1,16
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2013-02-01,5,17,22
GUANAY,vacunaciones en menores de 1 ano,bcg,2013-02-01,16,6,22
GUAQUI,vacunaciones en menores de 1 ano,bcg,2013-02-01,3,8,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2013-02-01,108,1,109
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2013-02-01,14,21,35
HUACARETA,vacunaciones en menores de 1 ano,bcg,2013-02-01,7,2,9
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2013-02-01,4,5,9
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,1,2
HUANUNI,vacunaciones en menores de 1 ano,bcg,2013-02-01,30,3,33
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2013-02-01,2,0,2
HUARINA,vacunaciones en menores de 1 ano,bcg,2013-02-01,4,6,10
HUATAJATA,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,1,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2013-02-01,0,5,5
HUMANATA,vacunaciones en menores de 1 ano,bcg,2013-02-01,0,6,6
ICHOCA,vacunaciones en menores de 1 ano,bcg,2013-02-01,0,4,4
ICLA,vacunaciones en menores de 1 ano,bcg,2013-02-01,5,9,14
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2013-02-01,2,2,4
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2013-02-01,4,16,20
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2013-02-01,14,10,24
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2013-02-01,20,0,20
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2013-02-01,9,7,16
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2013-02-01,59,18,77
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2013-02-01,94,6,100
LA PAZ,vacunaciones en menores de 1 ano,bcg,2013-02-01,1608,2,1610
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2013-02-01,7,8,15
LAJA,vacunaciones en menores de 1 ano,bcg,2013-02-01,12,20,32
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,3,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2013-02-01,20,39,59
LLICA,vacunaciones en menores de 1 ano,bcg,2013-02-01,6,2,8
LORETO,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,0,1
LURIBAY,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,7,8
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2013-02-01,7,0,7
MACHARETI,vacunaciones en menores de 1 ano,bcg,2013-02-01,3,1,4
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2013-02-01,4,27,31
MAIRANA,vacunaciones en menores de 1 ano,bcg,2013-02-01,27,0,27
MALLA,vacunaciones en menores de 1 ano,bcg,2013-02-01,3,3,6
MAPIRI,vacunaciones en menores de 1 ano,bcg,2013-02-01,16,0,16
MECAPACA,vacunaciones en menores de 1 ano,bcg,2013-02-01,5,5,10
MINEROS,vacunaciones en menores de 1 ano,bcg,2013-02-01,26,0,26
MIZQUE,vacunaciones en menores de 1 ano,bcg,2013-02-01,32,19,51
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2013-02-01,10,13,23
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2013-02-01,2,3,5
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2013-02-01,35,1,36
MONTERO,vacunaciones en menores de 1 ano,bcg,2013-02-01,293,0,293
MORO MORO,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,0,1
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2013-02-01,4,5,9
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2013-02-01,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2013-02-01,0,1,1
OCURI,vacunaciones en menores de 1 ano,bcg,2013-02-01,6,13,19
OKINAWA,vacunaciones en menores de 1 ano,bcg,2013-02-01,26,1,27
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2013-02-01,5,2,7
ORURO,vacunaciones en menores de 1 ano,bcg,2013-02-01,580,1,581
PADCAYA,vacunaciones en menores de 1 ano,bcg,2013-02-01,15,3,18
PADILLA,vacunaciones en menores de 1 ano,bcg,2013-02-01,18,0,18
PAILON,vacunaciones en menores de 1 ano,bcg,2013-02-01,37,45,82
PALCA,vacunaciones en menores de 1 ano,bcg,2013-02-01,9,12,21
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2013-02-01,31,7,38
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2013-02-01,2,2,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2013-02-01,11,5,16
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2013-02-01,0,5,5
PASORAPA,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2013-02-01,39,2,41
PAZÑA,vacunaciones en menores de 1 ano,bcg,2013-02-01,4,0,4
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2013-02-01,6,0,6
POCOATA,vacunaciones en menores de 1 ano,bcg,2013-02-01,19,24,43
POCONA,vacunaciones en menores de 1 ano,bcg,2013-02-01,5,9,14
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2013-02-01,10,2,12
POOPO,vacunaciones en menores de 1 ano,bcg,2013-02-01,11,0,11
PORCO,vacunaciones en menores de 1 ano,bcg,2013-02-01,18,2,20
POROMA,vacunaciones en menores de 1 ano,bcg,2013-02-01,4,5,9
PORONGO,vacunaciones en menores de 1 ano,bcg,2013-02-01,5,6,11
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2013-02-01,41,1,42
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2013-02-01,4,1,5
POTOSI,vacunaciones en menores de 1 ano,bcg,2013-02-01,473,8,481
PRESTO,vacunaciones en menores de 1 ano,bcg,2013-02-01,2,12,14
PUCARA,vacunaciones en menores de 1 ano,bcg,2013-02-01,0,1,1
PUCARANI,vacunaciones en menores de 1 ano,bcg,2013-02-01,20,22,42
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,11,12
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2013-02-01,0,12,12
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2013-02-01,4,4,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2013-02-01,3,1,4
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2013-02-01,24,10,34
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2013-02-01,10,0,10
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2013-02-01,34,2,36
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2013-02-01,105,2,107
PUNA,vacunaciones en menores de 1 ano,bcg,2013-02-01,11,23,34
PUNATA,vacunaciones en menores de 1 ano,bcg,2013-02-01,66,1,67
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,4,5
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2013-02-01,183,0,183
QUIME,vacunaciones en menores de 1 ano,bcg,2013-02-01,3,8,11
RAVELO,vacunaciones en menores de 1 ano,bcg,2013-02-01,5,7,12
REYES,vacunaciones en menores de 1 ano,bcg,2013-02-01,23,4,27
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2013-02-01,255,0,255
ROBORE,vacunaciones en menores de 1 ano,bcg,2013-02-01,12,10,22
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2013-02-01,39,6,45
SABAYA,vacunaciones en menores de 1 ano,bcg,2013-02-01,3,2,5
SACABA,vacunaciones en menores de 1 ano,bcg,2013-02-01,216,5,221
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2013-02-01,4,4,8
SACACA,vacunaciones en menores de 1 ano,bcg,2013-02-01,13,19,32
SAIPINA,vacunaciones en menores de 1 ano,bcg,2013-02-01,7,4,11
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2013-02-01,7,8,15
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2013-02-01,6,1,7
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2013-02-01,8,4,12
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,3,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2013-02-01,5,0,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2013-02-01,8,3,11
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2013-02-01,4,1,5
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2013-02-01,75,13,88
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2013-02-01,13,7,20
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2013-02-01,25,6,31
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2013-02-01,46,8,54
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2013-02-01,125,11,136
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2013-02-01,1,0,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2013-02-01,32,0,32
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2013-02-01,13,2,15
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2013-02-01,46,3,49
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2013-02-01,7,1,8
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2013-02-01,73,7,80
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2013-02-01,0,3,3
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2013-02-01,11,2,13
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2013-02-01,37,19,56
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2013-02-01,15,6,21
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2013-02-01,9,2,11
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2013-02-01,10,0,10
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2013-02-01,20,1,21
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2013-02-01,29,33,62
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2013-02-01,2,5,7
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,bcg,2013-02-01,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2013-02-01,2,1,3
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2013-02-01,9,2,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2013-02-01,4,7,11
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2013-02-01,21,0,21
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2013-02-01,45,0,45
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2013-02-01,3003,87,3090
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2013-02-01,9,14,23
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2013-02-01,16,4,20
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2013-02-01,0,6,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2013-02-01,6,5,11
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,7,8
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,4,5
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2013-02-01,3,1,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2013-02-01,2,3,5
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2013-02-01,3,3,6
SENA,vacunaciones en menores de 1 ano,bcg,2013-02-01,12,0,12
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2013-02-01,37,2,39
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2013-02-01,6,18,24
SICAYA,vacunaciones en menores de 1 ano,bcg,2013-02-01,2,6,8
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2013-02-01,46,2,48
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2013-02-01,2,5,7
SORACACHI,vacunaciones en menores de 1 ano,bcg,2013-02-01,10,7,17
SORATA,vacunaciones en menores de 1 ano,bcg,2013-02-01,11,21,32
SUCRE,vacunaciones en menores de 1 ano,bcg,2013-02-01,515,5,520
TACACOMA,vacunaciones en menores de 1 ano,bcg,2013-02-01,10,6,16
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2013-02-01,7,13,20
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,17,18
TAHUA,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,1,2
TAPACARI,vacunaciones en menores de 1 ano,bcg,2013-02-01,25,26,51
TARABUCO,vacunaciones en menores de 1 ano,bcg,2013-02-01,12,5,17
TARACO,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,3,4
TARATA,vacunaciones en menores de 1 ano,bcg,2013-02-01,12,0,12
TARIJA,vacunaciones en menores de 1 ano,bcg,2013-02-01,380,0,380
TARVITA,vacunaciones en menores de 1 ano,bcg,2013-02-01,10,8,18
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2013-02-01,8,3,11
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2013-02-01,10,7,17
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2013-02-01,20,17,37
TIPUANI,vacunaciones en menores de 1 ano,bcg,2013-02-01,7,2,9
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2013-02-01,105,9,114
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2013-02-01,21,12,33
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2013-02-01,1,0,1
TOCO,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,2,3
TODOS SANTOS,vacunaciones en menores de 1 ano,bcg,2013-02-01,0,1,1
TOLATA,vacunaciones en menores de 1 ano,bcg,2013-02-01,4,0,4
TOLEDO,vacunaciones en menores de 1 ano,bcg,2013-02-01,4,1,5
TOMAVE,vacunaciones en menores de 1 ano,bcg,2013-02-01,6,11,17
TOMINA,vacunaciones en menores de 1 ano,bcg,2013-02-01,6,1,7
TORO TORO,vacunaciones en menores de 1 ano,bcg,2013-02-01,16,12,28
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2013-02-01,23,13,36
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2013-02-01,7,1,8
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2013-02-01,312,1,313
TUPIZA,vacunaciones en menores de 1 ano,bcg,2013-02-01,75,17,92
TURCO,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,0,1
UMALA,vacunaciones en menores de 1 ano,bcg,2013-02-01,2,7,9
UNCIA,vacunaciones en menores de 1 ano,bcg,2013-02-01,38,2,40
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2013-02-01,8,0,8
URUBICHA,vacunaciones en menores de 1 ano,bcg,2013-02-01,7,0,7
UYUNI,vacunaciones en menores de 1 ano,bcg,2013-02-01,68,2,70
VACAS,vacunaciones en menores de 1 ano,bcg,2013-02-01,4,13,17
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2013-02-01,28,0,28
VIACHA,vacunaciones en menores de 1 ano,bcg,2013-02-01,68,7,75
VILA VILA,vacunaciones en menores de 1 ano,bcg,2013-02-01,8,3,11
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2013-02-01,11,10,21
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2013-02-01,75,1,76
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2013-02-01,1,5,6
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,7,8
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2013-02-01,5,5,10
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2013-02-01,151,25,176
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2013-02-01,11,5,16
VILLAZON,vacunaciones en menores de 1 ano,bcg,2013-02-01,69,0,69
VINTO,vacunaciones en menores de 1 ano,bcg,2013-02-01,100,0,100
VITICHI,vacunaciones en menores de 1 ano,bcg,2013-02-01,4,11,15
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2013-02-01,1,3,4
WARNES,vacunaciones en menores de 1 ano,bcg,2013-02-01,158,4,162
YACO,vacunaciones en menores de 1 ano,bcg,2013-02-01,3,9,12
YACUIBA,vacunaciones en menores de 1 ano,bcg,2013-02-01,170,40,210
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2013-02-01,5,3,8
YAPACANI,vacunaciones en menores de 1 ano,bcg,2013-02-01,101,7,108
YOCALLA,vacunaciones en menores de 1 ano,bcg,2013-02-01,3,2,5
YOTALA,vacunaciones en menores de 1 ano,bcg,2013-02-01,7,7,14
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2013-02-01,0,2,2
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2013-02-01,11,4,15
ACACIO,vacunaciones en menores de 1 ano,bcg,2013-03-01,3,9,12
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2013-03-01,54,30,84
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2013-03-01,14,6,20
AIQUILE,vacunaciones en menores de 1 ano,bcg,2013-03-01,33,6,39
ALALAY,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,2,2
ALCALA,vacunaciones en menores de 1 ano,bcg,2013-03-01,2,2,4
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2013-03-01,11,4,15
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2013-03-01,8,23,31
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2013-03-01,1,3,4
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2013-03-01,2,3,5
ANZALDO,vacunaciones en menores de 1 ano,bcg,2013-03-01,3,10,13
APOLO,vacunaciones en menores de 1 ano,bcg,2013-03-01,23,22,45
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2013-03-01,4,5,9
ARANI,vacunaciones en menores de 1 ano,bcg,2013-03-01,14,2,16
ARBIETO,vacunaciones en menores de 1 ano,bcg,2013-03-01,11,7,18
ARQUE,vacunaciones en menores de 1 ano,bcg,2013-03-01,13,11,24
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2013-03-01,54,0,54
ATOCHA,vacunaciones en menores de 1 ano,bcg,2013-03-01,10,11,21
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2013-03-01,0,8,8
AYATA,vacunaciones en menores de 1 ano,bcg,2013-03-01,6,15,21
AYO AYO,vacunaciones en menores de 1 ano,bcg,2013-03-01,3,5,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2013-03-01,21,24,45
