,group,variable,month,(O.P.V.) ANTIPOLIOMIELÍTICA 3RA DOSIS,(O.P.V.) ANTIPOLIOMIELÍTICA 3RA DOSIS,TOTALES
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,6,7,13
SAN BENITO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,7,4,11
SAN BORJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,96,4,100
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,12,10,22
SAN CARLOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,64,6,70
SAN IGNACIO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,39,11,50
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,102,22,124
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,2,2,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,20,0,20
SAN JOAQUIN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,7,4,11
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,31,0,31
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,12,4,16
SAN JULIAN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,96,30,126
SAN LORENZO(PND),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,6,11,17
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,32,2,34
SAN LUCAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,18,26,44
SAN MATIAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,20,13,33
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,27,0,27
SAN PEDRO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,20,1,21
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,24,24,48
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,3,4,7
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,3,2,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,9,3,12
SAN RAMON BENI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,3,13,16
SAN RAMON SCZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,21,0,21
SANTA ANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,34,0,34
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,2599,51,2650
SANTA ROSA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,14,2,16
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,20,3,23
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,0,4,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,5,5,10
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,1,5,6
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,2,1,3
SANTIVAÑES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,5,0,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,3,0,3
SAPAHAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,5,4,9
SENA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,6,0,6
SHINAOTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,53,5,58
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,17,19,36
SICAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,5,2,7
SIPE SIPE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,65,0,65
SOPACHUY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,2,5,7
SORACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,5,6,11
SORATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,15,7,22
SUCRE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,504,15,519
TACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,4,3,7
TACACOMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,6,9,15
TACOBAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,10,4,14
TACOPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,3,3,6
TAHUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,0,2,2
TAPACARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,21,23,44
TARABUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,15,16,31
TARACO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,6,0,6
TARATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,10,3,13
TARIJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,343,12,355
TARVITA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,11,8,19
TEOPONTE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,18,7,25
TIAWANACU,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,18,7,25
TINGUIPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,21,11,32
TIPUANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,23,1,24
TIQUIPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,85,11,96
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,30,16,46
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,2,0,2
TOCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,2,3,5
TOLATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,7,0,7
TOLEDO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,3,1,4
TOMAVE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,5,6,11
TOMINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,5,7,12
TORO TORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,12,2,14
TOTORA(CBBA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,16,6,22
TOTORA(ORR),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,7,0,7
TRIGAL,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,217,14,231
TUPIZA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,62,8,70
TURCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,3,0,3
UMALA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,5,4,9
UNCIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,16,7,23
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,20,3,23
URUBICHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,9,5,14
UYUNI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,38,1,39
VACAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,5,10,15
VALLEGRANDE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,28,0,28
VIACHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,92,8,100
VILA VILA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,3,5,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,16,6,22
VILLA MONTES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,50,5,55
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,4,3,7
VILLA RIVERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,12,2,14
VILLA SERRANO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,7,2,9
VILLA TUNARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,119,16,135
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,7,3,10
VILLAZON,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,68,10,78
VINTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,58,5,63
VITICHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,6,0,6
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,2,0,2
WARNES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,182,15,197
YACO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,6,8,14
YACUIBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,112,9,121
YAMPARAEZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,5,2,7
YANACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,8,1,9
YAPACANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,78,8,86
YOCALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,5,5,10
YOTALA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,8,9,17
YUNCHARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,5,6,11
ZUDAÑEZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-01-01,5,10,15
ACACIO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,2,9,11
ACHACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,38,15,53
ACHOCALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,13,7,20
AIQUILE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,25,14,39
ALALAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,4,6,10
ALCALA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,6,0,6
ALTO BENI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,15,0,15
ANCORAIMES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,11,2,13
ANDAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,3,0,3
ANTEQUERA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,6,1,7
ANZALDO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,3,4,7
APOLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,14,11,25
ARAMPAMPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,3,3,6
ARANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,13,0,13
ARBIETO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,12,13,25
ARQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,14,6,20
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,33,6,39
ATOCHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,12,8,20
AUCAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,4,3,7
AYATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,6,8,14
AYO AYO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,5,3,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,19,19,38
AZURDUY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,10,9,19
BATALLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,15,14,29
BAURES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,6,0,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,2,1,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,2,2,4
BERMEJO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,41,16,57
BETANZOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,44,17,61
BOLIVAR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,7,9,16
BOLPEBRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,4,1,5
BUENA VISTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,12,14,26
CABEZAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,16,51,67
CAIROMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,14,10,24
"CAIZA ""D""",vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,10,9,19
CAJUATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,15,3,18
CALACOTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,0,2,2
CALAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,11,10,21
CAMARGO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,21,7,28
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,0,2,2
CAMIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,51,4,55
CAPINOTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,28,5,33
CAQUIAVIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,7,6,13
CARACOLLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,22,6,28
CARANAVI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,59,27,86
CARAPARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,22,20,42
CARIPUYO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,0,18,18
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,4,3,7
CHALLAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,48,11,59
CHAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,2,9,11
CHARAGUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,24,70,94
CHARAÑA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,12,5,17
CHIMORE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,28,7,35
CHIPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,3,0,3
CHUA COCANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,32,10,42
CHUMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,2,1,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,0,7,7
CKOCHAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,20,4,24
CLIZA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,26,13,39
COBIJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,88,13,101
COCAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,8,17,25
COCHABAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,1083,25,1108
COLCAPIRHUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,76,1,77
"COLCHA ""K""",vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,11,2,13
COLLANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,0,2,2
COLOMI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,20,9,29
COLPA BELGICA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,12,3,15
COLQUECHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,17,34,51
COLQUENCHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,11,1,12
COLQUIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,21,26,47
COMANCHE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,5,0,5
COMARAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,35,4,39
COMBAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,43,12,55
COPACABANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,6,9,15
CORIPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,19,2,21
CORO CORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,3,5,8
COROICO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,15,4,19
CORQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,6,2,8
COTAGAITA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,15,8,23
COTOCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,96,20,116
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,28,31,59
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,0,1,1
CULPINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,30,18,48
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,7,0,7
CURVA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,0,1,1
DESAGUADERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,6,2,8
EL ALTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,1201,34,1235
EL CHORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,3,2,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,22,2,24
EL PUENTE(TJA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,14,6,20
EL TORNO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,86,7,93
EL VILLAR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,1,0,1
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,15,15,30
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,51,8,59
ESCOMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,6,1,7
ESMERALDA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,8,2,10
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,1,2,3
EXALTACION,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,3,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,14,9,23
FILADELFIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,3,4,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,25,8,33
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,6,11,17
GUANAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,14,10,24
GUAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,4,3,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,29,38,67
GUTIERREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,14,12,26
HUACARETA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,16,6,22
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,2,0,2
HUACHACALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-02-01,1,0,1
