,group,variable,month,ANTIROTAVIRICA 2RA. DOSIS,ANTIROTAVIRICA 2RA. DOSIS,TOTALES
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,4,5,9
SENA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,8,0,8
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,15,2,17
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,18,18,36
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,3,2,5
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,62,0,62
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,5,4,9
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,8,6,14
SORATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,11,9,20
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,521,12,533
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,2,2,4
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,8,9,17
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,5,2,7
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,5,9,14
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,25,11,36
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,7,13,20
TARACO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,6,2,8
TARATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,11,1,12
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,365,6,371
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,15,4,19
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,13,4,17
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,15,8,23
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,31,7,38
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,19,4,23
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,96,7,103
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,26,11,37
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,3,0,3
TOCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,4,5,9
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,3,1,4
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,4,1,5
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,12,6,18
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,8,5,13
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,11,3,14
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,20,8,28
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,4,3,7
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,174,6,180
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,63,8,71
TURCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,3,1,4
UMALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,3,6,9
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,19,6,25
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,22,7,29
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,7,0,7
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,31,4,35
VACAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,7,9,16
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,21,1,22
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,82,4,86
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,8,4,12
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,12,6,18
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,75,18,93
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,2,10,12
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,13,2,15
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,8,13,21
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,85,10,95
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,14,2,16
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,64,4,68
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,71,0,71
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,3,1,4
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,1,0,1
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,181,9,190
YACO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,4,10,14
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,157,1,158
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,8,3,11
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,4,1,5
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,80,8,88
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,2,4,6
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,7,4,11
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,3,6,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-01-01,2,7,9
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,2,6,8
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,34,14,48
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,12,9,21
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,30,14,44
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,0,5,5
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,4,0,4
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,16,0,16
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,8,3,11
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,4,2,6
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,5,2,7
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,2,4,6
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,20,21,41
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,4,6,10
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,15,1,16
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,14,8,22
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,17,1,18
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,34,3,37
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,17,6,23
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,1,9,10
AYATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,4,8,12
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,7,2,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,25,14,39
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,10,9,19
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,14,7,21
BAURES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,7,0,7
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,3,1,4
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,0,5,5
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,0,4,4
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,42,13,55
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,29,10,39
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,9,7,16
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,6,1,7
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,19,11,30
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,23,41,64
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,6,11,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,11,6,17
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,17,0,17
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,1,2,3
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,13,4,17
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,18,6,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,2,1,3
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,49,10,59
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,30,7,37
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,2,10,12
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,23,8,31
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,59,19,78
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,16,8,24
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,2,12,14
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,4,8,12
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,29,10,39
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,7,6,13
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,32,58,90
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,1,1,2
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,14,4,18
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,39,4,43
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,4,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,17,5,22
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,15,5,20
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,2,2,4
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,16,7,23
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,27,5,32
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,83,5,88
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,8,20,28
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,1091,11,1102
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,53,0,53
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,17,4,21
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,2,0,2
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,37,11,48
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,15,0,15
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,12,19,31
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,14,1,15
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,10,18,28
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,1,0,1
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,23,8,31
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,1,2,3
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,26,4,30
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,10,5,15
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,19,1,20
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,3,7,10
COROICO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,11,1,12
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,1,4,5
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,15,15,30
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,118,11,129
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,14,42,56
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,4,2,6
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,25,14,39
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,2,1,3
CURVA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,0,2,2
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,5,5,10
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,1151,19,1170
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,6,4,10
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,15,0,15
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,9,9,18
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,81,6,87
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,4,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,13,14,27
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,32,7,39
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,6,3,9
ESMERALDA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,0,3,3
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,4,0,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,1,1,2
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,15,7,22
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,1,1,2
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,24,6,30
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,6,11,17
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,13,9,22
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,2,3,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,69,28,97
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,22,15,37
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,16,3,19
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,5,2,7
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,27,0,27
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,5,0,5
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,7,4,11
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,0,1,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,3,3,6
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,5,4,9
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,0,4,4
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,4,4,8
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,13,8,21
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,4,14,18
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,11,6,17
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,13,0,13
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,8,1,9
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,58,8,66
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,125,5,130
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,1039,7,1046
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,9,1,10
LAJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,15,6,21
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,6,4,10
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,25,11,36
LLICA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,7,0,7
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,2,1,3
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,3,5,8
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,2,0,2
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,10,2,12
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,14,1,15
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,10,0,10
MALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,2,2,4
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,30,0,30
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,10,3,13
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,38,12,50
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,45,18,63
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,19,8,27
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,6,0,6
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,35,7,42
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,170,1,171
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,6,2,8
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,4,14,18
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,3,1,4
OCURI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,12,19,31
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,24,2,26
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,3,5,8
ORURO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,402,3,405
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,18,9,27
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,9,6,15
PAILON,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,45,17,62
PALCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,11,8,19
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,47,13,60
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,4,2,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,4,1,5
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,3,10,13
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,5,4,9
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,27,5,32
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,10,2,12
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,6,5,11
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,9,18,27
POCONA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,8,8,16
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,8,4,12
POOPO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,7,0,7
PORCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,19,4,23
POROMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,7,13,20
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,11,7,18
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,41,4,45
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,8,1,9
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2013-02-01,4,0,4
