municipality,group,variable,month,Nº de CAI de establecimiento,TOTAL
TRINIDAD,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-02-01,6,6
TUPIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-02-01,3,3
UYUNI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-02-01,2,2
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-02-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-02-01,5,5
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-02-01,2,2
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-02-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-02-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-02-01,3,3
VINTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-02-01,1,1
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-02-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-02-01,7,7
YAPACANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-02-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-02-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-02-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,7,7
ACHOCALLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,3,3
AIQUILE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
ALTO BENI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,3,3
ANCORAIMES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
APOLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
ARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
ARBIETO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
ATOCHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
AUCAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,22,22
BOYUIBE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
BUENA VISTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,3,3
CAJUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
CALACOTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,3,3
CAMIRI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,5,5
CARANAVI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
CHARAÑA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,3,3
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
COLLANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,4,4
COLQUIRI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
COPACABANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,3,3
COTAGAITA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
COTOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
CUEVO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
CURVA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,39,39
EL TORNO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,6,6
ESCOMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,5,5
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
GUANAY,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
GUTIERREZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,5,5
HUACARETA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
HUACHACALLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,9,9
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
LA GUARDIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,41,41
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
LAJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
LLICA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,6,6
MOCOMOCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
MOJINETE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,6,6
MONTERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,7,7
MORO MORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
MOROCHATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
OKINAWA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
OMEREQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
PALCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,4,4
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,4,4
PAZÑA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
POCONA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
POJO (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,7,7
PRESTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
PUCARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,5,5
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
PUNATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
REYES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
ROBORE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,4,4
SABAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,5,5
SACABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
SAIPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,3,3
SAN BENITO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
SAN BORJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,4,4
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,2,2
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,5,5
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,8,8
SAN JULIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2011-03-01,16,16
