municipality,group,variable,month,Nacidos vivos atendidos por partera capacitad,TOTAL
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,8,8
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
BELEN DE URMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
BELLA FLOR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,3,3
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,4,4
BOLPEBRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,4,4
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
CAJUATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,8,8
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,3,3
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,7,7
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,7,7
CHOQUE COTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
COIPASA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,39,39
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,5,5
CUATRO CAÑADAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
CURVA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,4,4
DESAGUADERO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
EL PUENTE(STC),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,4,4
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,5,5
EL VILLAR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,4,4
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
EXALTACION,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,3,3
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
HUACARETA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,3,3
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,9,9
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,10,10
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,4,4
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,3,3
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,3,3
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,6,6
MACHARETI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
MAPIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,4,4
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,6,6
MORO MORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,11,11
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,12,12
OMEREQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
PADILLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
PAZÑA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,3,3
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,22,22
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
PORONGO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,3,3
PORVENIR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,5,5
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,6,6
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,6,6
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,3,3
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,13,13
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,4,4
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,7,7
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
SABAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,28,28
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,3,3
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,3,3
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,10,10
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,5,5
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,11,11
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,13,13
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,3,3
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,3,3
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,7,7
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,4,4
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,6,6
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,13,13
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,3,3
TARACO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,8,8
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,11,11
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,4,4
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,3,3
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,8,8
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,7,7
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,3,3
VALLEGRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
YACO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,4,4
YOTALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-09-01,2,2
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,3,3
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,4,4
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,6,6
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,3,3
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,17,17
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,7,7
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,3,3
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,10,10
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
CAJUATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,3,3
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,5,5
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,3,3
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,10,10
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,15,15
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
COIPASA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,37,37
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
COMANCHE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
COMBAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
COROICO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,3,3
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
CURVA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
EL PUENTE(STC),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,3,3
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,4,4
ICLA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,5,5
INCAHUASI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,9,9
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,5,5
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,3,3
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
LAS CARRERAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
LLICA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,5,5
MAPIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,9,9
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,13,13
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
PASORAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,14,14
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
PORCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,3,3
PORVENIR,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,3,3
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
PUERTO QUIJARRO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,5,5
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,4,4
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,9,9
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,6,6
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
SABAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,5,5
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,43,43
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,15,15
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,5,5
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,9,9
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
SAN PEDRO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
SAN PEDRO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
SANTIVAÑES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,7,7
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,11,11
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,5,5
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,9,9
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
TAHUA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,5,5
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,10,10
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,3,3
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,3,3
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,4,4
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,5,5
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,5,5
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,3,3
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,15,15
YACO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
YAMPARAEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,7,7
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,2,2
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-10-01,1,1
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-11-01,4,4
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-11-01,3,3
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-11-01,2,2
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-11-01,2,2
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-11-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-11-01,4,4
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera capacitad,2006-11-01,1,1
