municipality,group,variable,month,"Anestesias generales, locales o regionales",TOTAL
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,47,47
TOLEDO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,3,3
TOMINA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,1,1
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,6,6
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,132,132
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,37,37
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,35,35
VACAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,12,12
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,23,23
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,24,24
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,38,38
VILLA RIVERO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,9,9
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,7,7
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,8,8
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,92,92
VITICHI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,1,1
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,22,22
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,83,83
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,4,4
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,17,17
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-11-01,5,5
AIQUILE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,9,9
ANCORAIMES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,10,10
APOLO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,10,10
ASCENCION DE GUARAYOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,22,22
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,7,7
AZURDUY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,1,1
BAURES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,2,2
BELLA FLOR,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,30,30
BERMEJO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,45,45
BETANZOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,8,8
CAJUATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,9,9
CAMARGO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,70,70
CAMIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,69,69
CAPINOTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,17,17
CARANAVI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,23,23
CHARAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,11,11
CHIMORE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,32,32
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,7,7
CLIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,8,8
COBIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,149,149
COCHABAMBA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,2361,2361
COLOMI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,1,1
COLQUIRI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,7,7
COMARAPA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,5,5
CONCEPCION,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,3,3
COPACABANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,16,16
COROICO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,17,17
COTOCA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,20,20
CULPINA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,13,13
DESAGUADERO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,2,2
EL ALTO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,515,515
EL TORNO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,14,14
ENTRE RIOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,28,28
EXALTACION,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,2,2
GUAYARAMERIN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,28,28
HUACARETA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,3,3
HUANUNI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,1,1
INCAHUASI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,1,1
INQUISIVI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,2,2
IRUPANA (VILLA DE LANZA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,8,8
LA PAZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,3660,3660
LAS CARRERAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,1,1
LLALLAGUA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,42,42
MACHARETI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,3,3
MAGDALENA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,3,3
MAIRANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,4,4
MONTEAGUDO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,65,65
MONTERO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,129,129
ORURO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,603,603
PADILLA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,13,13
PAMPA AULLAGAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,1,1
PAPEL PAMPA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,2,2
PATACAMAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,17,17
PORTACHUELO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,32,32
POTOSI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,287,287
PUERTO ACOSTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,6,6
PUERTO CARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,1,1
PUERTO SUAREZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,45,45
PUERTO VILLARROEL,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,129,129
PUNATA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,65,65
QUILLACOLLO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,206,206
REYES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,5,5
RIBERALTA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,204,204
ROBORE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,3,3
RURRENABAQUE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,15,15
SACABA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,47,47
SAN ANDRES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,3,3
SAN BORJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,17,17
SAN BUENA VENTURA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,2,2
SAN CARLOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,18,18
SAN IGNACIO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,1,1
SAN IGNACIO DE VELASCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,74,74
SAN JAVIER(STC),cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,7,7
SAN JOSE DE CHIQUITOS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,2,2
SAN JUAN DE YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,22,22
SAN JULIAN,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,41,41
SAN LORENZO(PND),cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,2,2
SAN LUCAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,12,12
SAN MATIAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,5,5
SAN PEDRO DE TIQUINA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,3,3
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,5,5
SAN RAMON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,7,7
SANTA ANA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,22,22
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,3709,3709
SANTA ROSA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,4,4
SANTIVAÑES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,15,15
SENA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,2,2
SIPE SIPE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,33,33
SOPACHUY,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,1,1
SUCRE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,946,946
TAPACARI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,10,10
TARABUCO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,4,4
TARIJA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,581,581
TARVITA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,1,1
TIPUANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,2,2
TIQUIPAYA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,10,10
TIRAQUE (CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,51,51
TOTORA(CBBA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,10,10
TRINIDAD,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,152,152
TUPIZA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,28,28
UNCIA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,37,37
VACAS,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,7,7
VALLEGRANDE,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,36,36
VIACHA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,10,10
VILA VILA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,2,2
VILLA MONTES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,39,39
VILLA RIVERO,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,29,29
VILLA TUNARI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,17,17
VILLA VACA GUZMAN (MUYUPAMPA),cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,10,10
VILLAZON,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,77,77
WARNES,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,22,22
YACUIBA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,57,57
YAPACANI,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,2,2
YOTALA,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,41,41
ZUDAÑEZ,cirugias y anestesias,"anestesias generales, locales o regionales",2005-12-01,6,6
