municipality,group,variable,month,N° de Sintomáticos Respiratorios,TOTAL
DESAGUADERO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,4,4
EL ALTO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,370,370
EL CHORO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
EL PUENTE(STC),tuberculosis,n de sintomaticos respiratorios,2009-02-01,4,4
EL PUENTE(TJA),tuberculosis,n de sintomaticos respiratorios,2009-02-01,5,5
EL TORNO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,58,58
EL VILLAR,tuberculosis,n de sintomaticos respiratorios,2009-02-01,3,3
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2009-02-01,18,18
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2009-02-01,27,27
EUCALIPTUS,tuberculosis,n de sintomaticos respiratorios,2009-02-01,2,2
FERNANDEZ ALONSO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,4,4
GENERAL SAAVEDRA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,22,22
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,n de sintomaticos respiratorios,2009-02-01,2,2
GUANAY,tuberculosis,n de sintomaticos respiratorios,2009-02-01,16,16
GUAQUI,tuberculosis,n de sintomaticos respiratorios,2009-02-01,2,2
GUAYARAMERIN,tuberculosis,n de sintomaticos respiratorios,2009-02-01,21,21
GUTIERREZ,tuberculosis,n de sintomaticos respiratorios,2009-02-01,4,4
HUACARETA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,4,4
HUANUNI,tuberculosis,n de sintomaticos respiratorios,2009-02-01,14,14
ICHOCA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
ICLA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,2,2
INCAHUASI,tuberculosis,n de sintomaticos respiratorios,2009-02-01,9,9
INQUISIVI,tuberculosis,n de sintomaticos respiratorios,2009-02-01,2,2
IRUPANA (VILLA DE LANZA),tuberculosis,n de sintomaticos respiratorios,2009-02-01,9,9
IXIAMAS,tuberculosis,n de sintomaticos respiratorios,2009-02-01,5,5
JESUS DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,14,14
LA ASUNTA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,38,38
LA GUARDIA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,50,50
LA PAZ,tuberculosis,n de sintomaticos respiratorios,2009-02-01,632,632
LAGUNILLAS,tuberculosis,n de sintomaticos respiratorios,2009-02-01,2,2
LAJA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,14,14
LAS CARRERAS,tuberculosis,n de sintomaticos respiratorios,2009-02-01,3,3
LLALLAGUA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,12,12
LURIBAY,tuberculosis,n de sintomaticos respiratorios,2009-02-01,6,6
MACHACAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
MACHARETI,tuberculosis,n de sintomaticos respiratorios,2009-02-01,2,2
MAGDALENA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,5,5
MAIRANA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,4,4
MAPIRI,tuberculosis,n de sintomaticos respiratorios,2009-02-01,9,9
MINEROS,tuberculosis,n de sintomaticos respiratorios,2009-02-01,9,9
MIZQUE,tuberculosis,n de sintomaticos respiratorios,2009-02-01,11,11
MOCOMOCO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
MOJINETE,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
MOJOCOYA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,5,5
MONTEAGUDO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,27,27
MONTERO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,83,83
MOROCHATA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,9,9
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis,n de sintomaticos respiratorios,2009-02-01,2,2
OCURI,tuberculosis,n de sintomaticos respiratorios,2009-02-01,3,3
OKINAWA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,12,12
OMEREQUE,tuberculosis,n de sintomaticos respiratorios,2009-02-01,2,2
ORURO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,138,138
PADCAYA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,7,7
PADILLA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,3,3
PAILON,tuberculosis,n de sintomaticos respiratorios,2009-02-01,2,2
PALCA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
PALOS BLANCOS,tuberculosis,n de sintomaticos respiratorios,2009-02-01,25,25
PAMPA GRANDE,tuberculosis,n de sintomaticos respiratorios,2009-02-01,7,7
PASORAPA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,8,8
PATACAMAYA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,6,6
PAZÑA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,3,3
PELECHUCO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,2,2
POCOATA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
POCONA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,3,3
POJO (CBBA),tuberculosis,n de sintomaticos respiratorios,2009-02-01,3,3
POROMA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,2,2
PORONGO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,4,4
PORTACHUELO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,8,8
PORVENIR,tuberculosis,n de sintomaticos respiratorios,2009-02-01,3,3
POSTRER VALLE,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
POTOSI,tuberculosis,n de sintomaticos respiratorios,2009-02-01,74,74
PRESTO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,4,4
PUCARA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
PUCARANI,tuberculosis,n de sintomaticos respiratorios,2009-02-01,12,12
PUERTO ACOSTA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,2,2
PUERTO CARABUCO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,5,5
PUERTO QUIJARRO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,3,3
PUERTO RICO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,2,2
PUERTO SUAREZ,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
PUERTO VILLARROEL,tuberculosis,n de sintomaticos respiratorios,2009-02-01,66,66
PUNA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,12,12
PUNATA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,22,22
QUIABAYA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
QUILLACOLLO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,24,24
QUIME,tuberculosis,n de sintomaticos respiratorios,2009-02-01,3,3
QUIRUSILLAS,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
RAVELO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,2,2
REYES,tuberculosis,n de sintomaticos respiratorios,2009-02-01,5,5
RIBERALTA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,70,70
ROBORE,tuberculosis,n de sintomaticos respiratorios,2009-02-01,4,4
RURRENABAQUE,tuberculosis,n de sintomaticos respiratorios,2009-02-01,9,9
SABAYA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
SACABA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,58,58
SACACA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,6,6
SALINAS DE GARCI MENDOZA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
SAMAIPATA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
SAN ANDRES,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
SAN ANDRES DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,4,4
SAN ANTONIO DE LOMERIO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,10,10
SAN BENITO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,5,5
SAN BORJA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,38,38
SAN BUENA VENTURA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,6,6
SAN CARLOS,tuberculosis,n de sintomaticos respiratorios,2009-02-01,19,19
SAN IGNACIO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,6,6
SAN IGNACIO DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,17,17
SAN JAVIER(BNI),tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
SAN JAVIER(STC),tuberculosis,n de sintomaticos respiratorios,2009-02-01,4,4
SAN JOAQUIN,tuberculosis,n de sintomaticos respiratorios,2009-02-01,4,4
SAN JOSE DE CHIQUITOS,tuberculosis,n de sintomaticos respiratorios,2009-02-01,9,9
SAN JUAN DE YAPACANI,tuberculosis,n de sintomaticos respiratorios,2009-02-01,10,10
SAN JULIAN,tuberculosis,n de sintomaticos respiratorios,2009-02-01,81,81
SAN LORENZO(PND),tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
SAN LORENZO(TJA),tuberculosis,n de sintomaticos respiratorios,2009-02-01,5,5
SAN LUCAS,tuberculosis,n de sintomaticos respiratorios,2009-02-01,14,14
SAN MATIAS,tuberculosis,n de sintomaticos respiratorios,2009-02-01,3,3
SAN MIGUEL DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,3,3
SAN PEDRO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,16,16
SAN PEDRO DE BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,3,3
SAN PEDRO DE TIQUINA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,2,2
SAN RAFAEL,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
SAN RAMON,tuberculosis,n de sintomaticos respiratorios,2009-02-01,11,11
SANTA ANA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,6,6
SANTA CRUZ DE LA SIERRA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,566,566
SANTA ROSA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
SANTA ROSA DEL SARA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,12,12
SANTIAGO DE CALLAPA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
SANTIAGO DE HUARI,tuberculosis,n de sintomaticos respiratorios,2009-02-01,3,3
SANTIVAÑES,tuberculosis,n de sintomaticos respiratorios,2009-02-01,4,4
SANTUARIO DE QUILLACAS,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
SAPAHAQUI,tuberculosis,n de sintomaticos respiratorios,2009-02-01,3,3
SICA SICA (VILLA AROMA),tuberculosis,n de sintomaticos respiratorios,2009-02-01,2,2
SIPE SIPE,tuberculosis,n de sintomaticos respiratorios,2009-02-01,17,17
SOPACHUY,tuberculosis,n de sintomaticos respiratorios,2009-02-01,6,6
SORACACHI,tuberculosis,n de sintomaticos respiratorios,2009-02-01,3,3
SORATA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,31,31
SUCRE,tuberculosis,n de sintomaticos respiratorios,2009-02-01,135,135
TACACOMA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,9,9
TACOPAYA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,2,2
TAPACARI,tuberculosis,n de sintomaticos respiratorios,2009-02-01,9,9
TARABUCO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,8,8
TARACO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,3,3
TARATA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,2,2
TARIJA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,129,129
TARVITA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,6,6
TEOPONTE,tuberculosis,n de sintomaticos respiratorios,2009-02-01,14,14
TIAWANACU,tuberculosis,n de sintomaticos respiratorios,2009-02-01,2,2
TINGUIPAYA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,5,5
TIPUANI,tuberculosis,n de sintomaticos respiratorios,2009-02-01,28,28
TIQUIPAYA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,22,22
TIRAQUE (CBBA),tuberculosis,n de sintomaticos respiratorios,2009-02-01,16,16
TOLATA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
TOLEDO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,2,2
TOMAVE,tuberculosis,n de sintomaticos respiratorios,2009-02-01,4,4
TOMINA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,4,4
TORO TORO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,7,7
TOTORA(CBBA),tuberculosis,n de sintomaticos respiratorios,2009-02-01,5,5
TOTORA(ORR),tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
TRIGAL,tuberculosis,n de sintomaticos respiratorios,2009-02-01,3,3
TRINIDAD,tuberculosis,n de sintomaticos respiratorios,2009-02-01,57,57
TUPIZA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,15,15
TURCO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
UMALA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
UNCIA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,8,8
URIONDO (A. CONCEPCION),tuberculosis,n de sintomaticos respiratorios,2009-02-01,4,4
URUBICHA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,3,3
UYUNI,tuberculosis,n de sintomaticos respiratorios,2009-02-01,14,14
VACAS,tuberculosis,n de sintomaticos respiratorios,2009-02-01,4,4
VALLEGRANDE,tuberculosis,n de sintomaticos respiratorios,2009-02-01,7,7
VIACHA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,22,22
VILLA MONTES,tuberculosis,n de sintomaticos respiratorios,2009-02-01,28,28
VILLA NUEVA (LOMA ALTA),tuberculosis,n de sintomaticos respiratorios,2009-02-01,4,4
VILLA SERRANO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,3,3
VILLA TUNARI,tuberculosis,n de sintomaticos respiratorios,2009-02-01,91,91
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,n de sintomaticos respiratorios,2009-02-01,9,9
VILLAZON,tuberculosis,n de sintomaticos respiratorios,2009-02-01,7,7
VINTO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,21,21
VITICHI,tuberculosis,n de sintomaticos respiratorios,2009-02-01,4,4
WALDO BALLIVIAN,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
WARNES,tuberculosis,n de sintomaticos respiratorios,2009-02-01,32,32
YACO,tuberculosis,n de sintomaticos respiratorios,2009-02-01,6,6
YACUIBA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,90,90
YAMPARAEZ,tuberculosis,n de sintomaticos respiratorios,2009-02-01,4,4
YANACACHI,tuberculosis,n de sintomaticos respiratorios,2009-02-01,3,3
YAPACANI,tuberculosis,n de sintomaticos respiratorios,2009-02-01,98,98
YOCALLA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,1,1
YOTALA,tuberculosis,n de sintomaticos respiratorios,2009-02-01,5,5
ZUDAÑEZ,tuberculosis,n de sintomaticos respiratorios,2009-02-01,6,6
ACACIO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,7,7
ACHACACHI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,35,35
ACHOCALLA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,9,9
AIQUILE,tuberculosis,n de sintomaticos respiratorios,2009-03-01,9,9
ALALAY,tuberculosis,n de sintomaticos respiratorios,2009-03-01,3,3
ANCORAIMES,tuberculosis,n de sintomaticos respiratorios,2009-03-01,5,5
ANDAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
ANTEQUERA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,3,3
ANZALDO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,6,6
APOLO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,5,5
ARAMPAMPA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,4,4
ARANI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,6,6
ARBIETO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,11,11
ARQUE,tuberculosis,n de sintomaticos respiratorios,2009-03-01,8,8
ASCENCION DE GUARAYOS,tuberculosis,n de sintomaticos respiratorios,2009-03-01,13,13
ATOCHA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,4,4
AUCAPATA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
AYATA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,8,8
AYO AYO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de sintomaticos respiratorios,2009-03-01,20,20
AZURDUY,tuberculosis,n de sintomaticos respiratorios,2009-03-01,6,6
BATALLAS,tuberculosis,n de sintomaticos respiratorios,2009-03-01,16,16
BELEN DE URMIRI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,2,2
BERMEJO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,42,42
BETANZOS,tuberculosis,n de sintomaticos respiratorios,2009-03-01,14,14
BOLIVAR,tuberculosis,n de sintomaticos respiratorios,2009-03-01,3,3
BOYUIBE,tuberculosis,n de sintomaticos respiratorios,2009-03-01,3,3
BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,35,35
CABEZAS,tuberculosis,n de sintomaticos respiratorios,2009-03-01,13,13
CAIROMA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,12,12
"CAIZA ""D""",tuberculosis,n de sintomaticos respiratorios,2009-03-01,14,14
CAJUATA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,4,4
CALACOTO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,3,3
CALAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,3,3
CAMARGO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,7,7
CAMATAQUI (C. VILLA ABECIA),tuberculosis,n de sintomaticos respiratorios,2009-03-01,3,3
CAMIRI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,14,14
CAPINOTA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,14,14
CAQUIAVIRI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,3,3
CARACOLLO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,22,22
CARANAVI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,125,125
CARAPARI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,12,12
CARIPUYO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,14,14
CARMEN RIVERO TORREZ,tuberculosis,n de sintomaticos respiratorios,2009-03-01,2,2
CHALLAPATA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,18,18
CHAQUI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,2,2
CHARAGUA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,19,19
CHAYANTA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,10,10
CHIMORE,tuberculosis,n de sintomaticos respiratorios,2009-03-01,11,11
CHOQUE COTA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de sintomaticos respiratorios,2009-03-01,35,35
CHUMA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,2,2
CLIZA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,18,18
COBIJA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,56,56
COCHABAMBA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,399,399
COLCAPIRHUA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,33,33
"COLCHA ""K""",tuberculosis,n de sintomaticos respiratorios,2009-03-01,7,7
COLLANA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,3,3
COLOMI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,7,7
COLPA BELGICA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,4,4
COLQUECHACA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,14,14
COLQUENCHA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
COLQUIRI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,9,9
COMANCHE,tuberculosis,n de sintomaticos respiratorios,2009-03-01,3,3
COMARAPA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,18,18
COMBAYA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,8,8
CONCEPCION,tuberculosis,n de sintomaticos respiratorios,2009-03-01,12,12
COPACABANA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,16,16
CORIPATA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,15,15
CORO CORO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,2,2
COROICO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,26,26
CORQUE,tuberculosis,n de sintomaticos respiratorios,2009-03-01,8,8
COTAGAITA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,7,7
COTOCA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,31,31
CUATRO CAÑADAS,tuberculosis,n de sintomaticos respiratorios,2009-03-01,20,20
CUCHUMUELA (V. G. VILLARROEL),tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
CUEVO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,6,6
CULPINA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,14,14
CURAHUARA DE CARANGAS,tuberculosis,n de sintomaticos respiratorios,2009-03-01,2,2
CURVA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
DESAGUADERO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,3,3
EL ALTO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,501,501
EL CHORO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,7,7
EL PUENTE(STC),tuberculosis,n de sintomaticos respiratorios,2009-03-01,3,3
EL PUENTE(TJA),tuberculosis,n de sintomaticos respiratorios,2009-03-01,5,5
EL TORNO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,70,70
EL VILLAR,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2009-03-01,41,41
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2009-03-01,36,36
EUCALIPTUS,tuberculosis,n de sintomaticos respiratorios,2009-03-01,4,4
EUREKA (SANTOS MERCADO),tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
FERNANDEZ ALONSO,tuberculosis,n de sintomaticos respiratorios,2009-03-01,18,18
FILADELFIA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,1,1
GENERAL SAAVEDRA,tuberculosis,n de sintomaticos respiratorios,2009-03-01,25,25
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,n de sintomaticos respiratorios,2009-03-01,6,6
GUANAY,tuberculosis,n de sintomaticos respiratorios,2009-03-01,19,19
GUAQUI,tuberculosis,n de sintomaticos respiratorios,2009-03-01,17,17
GUAYARAMERIN,tuberculosis,n de sintomaticos respiratorios,2009-03-01,23,23
GUTIERREZ,tuberculosis,n de sintomaticos respiratorios,2009-03-01,8,8
