,group,variable,month,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA FUERA,SRP DOSIS ÚNICA FUERA,TOTALES
POROMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,0,1,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,0,0,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,1,0,2,3
PORVENIR,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,1,1,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,49,42,12,10,113
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,0,0,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,2,0,1,4
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,0,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,4,3,5,13
PUNA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,1,0,0,2
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,5,0,1,7
QUIABAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,7,5,1,1,14
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,5,4,5,5,19
QUIME,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,1,1,2
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,0,1,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,5,3,1,2,11
SACABA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,10,7,7,4,28
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,0,2,1,4
SACACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,8,10,18
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,2,1,3
SAN AGUSTIN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,0,0,0,2
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,3,14,8,25
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,23,9,5,4,41
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,1,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,1,0,2,5
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,0,0,0,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,3,16,12,31
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,4,5,0,0,9
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,25,20,17,15,77
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,15,10,3,3,31
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,2,0,0,3
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,2,0,0,4
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,1,0,0,1
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,8,15,6,6,35
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,40,19,76,75,210
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,1,0,1,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,0,4,11,17
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,6,6,1,2,15
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,256,235,46,36,573
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,0,1,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,1,0,1
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,2,2,0,4
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,1,1,2
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,1,1,0,3
SENA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,0,3,3,7
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,2,0,1,4
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,3,3,1,8
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,2,1,3,8
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,0,1,0,2
SORACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,1,1,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,7,7,0,0,14
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,1,2,0,3
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,15,9,13,14,51
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,0,0,1,3
TIPUANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,1,0,0,3
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,3,3,2,0,8
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,0,0,0,1
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,3,0,0,5
TOMAVE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,4,4,6,16
TORO TORO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,8,9,26,33,76
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,28,22,85,67,202
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,13,6,10,12,41
TURCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,1,0,2,5
UMALA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,3,4,2,2,11
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,10,10,36,60,116
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,6,7,1,1,15
URUBICHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,9,2,4,16
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,2,0,0,4
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,1,1,0,2
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,2,0,1,4
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,1,0,1,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,10,11,0,5,26
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,3,2,0,0,5
VINTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,3,2,0,7
WARNES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,16,12,0,1,29
YACO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,0,0,12,10,22
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,5,6,2,0,13
YANACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,2,0,0,0,2
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,16,13,9,5,43
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-07-01,8,10,1,1,20
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,5,5,2,2,14
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,1,2,0,3
AIQUILE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,1,0,2
ALALAY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,2,1,4
APOLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,6,6,1,0,13
ARBIETO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,2,2,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,25,13,9,6,53
ATOCHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,2,5,7,14
AZURDUY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,2,0,0,0,2
BAURES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,3,0,0,0,3
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,8,9,5,5,27
BETANZOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,9,6,9,13,37
BOLIVAR,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,25,14,16,21,76
CABEZAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,3,2,0,5
CAIROMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,2,0,0,0,2
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,10,9,57,31,107
CAMIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,17,8,5,4,34
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,1,2,1,4
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,1,0,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,2,2,0,2,6
CARAPARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,31,24,29,24,108
CARIPUYO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,7,8,15
CHACARILLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,2,0,0,1,3
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,2,4,2,9
CHAQUI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,2,2,1,2,7
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,1,2,3
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,5,8,71,108,192
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,2,3,3,8
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,2,1,0,0,3
CHUMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,1,0,1
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,13,8,0,0,21
CLIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,0,2,2
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,4,2,4,3,13
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,33,24,7,3,67
COIPASA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,1,1,0,2
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,1,1,0,2
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,2,1,0,0,3
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,0,1,1
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,1,0,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,5,7,12
COMANCHE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,3,4,0,0,7
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,1,5,6,12
COROICO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,1,0,0,1
CORQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,4,0,0,0,4
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,5,5,0,1,11
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,36,36,95,69,236
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,0,0,1
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,0,2,2
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,2,3,2,3,10
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,5,8,7,21
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,7,6,1,1,15
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,5,1,3,1,10
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,2,1,0,0,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,3,5,3,3,14
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,1,4,6
HUACARETA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,1,0,1,3
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,1,0,0,1
ICHOCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,1,3,7,11
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,3,0,1,1,5
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,0,1,1
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,1,0,0,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,1,1,2
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,2,0,1,1,4
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,9,2,2,1,14
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,94,52,9,3,158
LAGUNILLAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,1,1,3
LAS CARRERAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,1,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,6,10,17
LURIBAY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,4,3,0,0,7
MALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,2,2,4
MECAPACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,1,4,6
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,0,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,3,1,1,5
MOJOCOYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,0,1,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,23,21,33,37,114
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,3,1,4
OCURI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,2,7,32,37,78
OMEREQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,35,37,6,8,86
PADCAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,4,4,4,2,14
PADILLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,1,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,7,2,10
PALCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,6,2,3,3,14
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,12,8,0,0,20
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,0,0,1
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,1,0,1,2
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,0,0,1
PAZÑA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,0,0,1
POCOATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,0,1,1
POCONA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,1,0,1,2
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,1,1,3
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,2,1,0,0,3
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,10,6,6,6,28
PRESTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,2,3,5
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,20,12,0,0,32
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,1,0,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,6,5,2,6,19
PUNA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,4,1,5
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,1,3,1,6
QUIABAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,6,9,0,4,19
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,3,9,6,19
RAVELO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,2,2,4
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,1,1,0,3
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,2,1,3,6
SABAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,0,0,1
SACABA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,5,4,2,4,15
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,1,0,0,2
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,3,1,0,1,5
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,11,11,2,3,27
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,10,12,2,2,26
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,5,6,1,1,13
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,3,1,3,2,9
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,3,2,0,1,6
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,1,0,0,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,22,21,44
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,3,1,3,0,7
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,1,0,2,3
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,55,44,41,39,179
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,14,14,0,0,28
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,0,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,6,9,15
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,29,16,43,37,125
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,1,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,5,2,2,3,12
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,352,281,139,279,1051
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,4,0,0,0,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,2,0,0,2
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,2,0,2
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,2,2,1,1,6
SENA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,1,1,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,7,8,5,9,29
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,2,4,0,2,8
SORACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,1,0,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,34,37,0,2,73
TACACOMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,1,1,0,3
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,17,14,31
TAPACARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,4,5,0,4,13
TIAWANACU,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,2,0,0,2
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,12,13,48,36,109
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,1,8,9,19
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,0,1,2
TOCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,0,1,2
TOMAVE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,2,3,4,0,9
TOMINA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,2,0,0,0,2
TORO TORO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,0,1,2
TRIGAL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,2,1,0,0,3
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,20,26,0,2,48
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,30,26,18,19,93
TURCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,1,0,0,1
UMALA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,0,0,1,1
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,5,3,9,8,25
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,4,2,1,0,7
URUBICHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,19,14,31,32,96
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,9,4,1,5,19
VILA VILA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,1,1,3
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,1,0,2
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,5,0,12,3,20
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,4,8,4,3,19
